120,085016901
120,085016901
120,085002900
120,085002900
120,085002900
34,061028700
122,085017700
120,085002001
122,085017700
122,085017700
122,085017700
122,085005000
122,085012804
122,085012804
123,085017012
122,085011202
122,085011202
122,085011202
122,085011202
122,085007000
120,085013302
5,061003100
122,085011202
120,085004000
122,085005000
122,085018902
120,085025100
120,085027301
120,085025100
120,085025100
122,085027302
120,085025100
122,085013400
120,085007500
120,085023100
122,085001800
123,085017600
123,085017012
122,085014605
120,085001700
122,085029104
122,085014606
122,085009602
122,085017700
122,085007000
120,085001700
122,085005000
122,085011401
122,085013204
122,085013204
120,085014700
123,085020803
123,085024402
122,085018100
120,085012100
120,085030302
122,085013800
122,085018702
122,085007000
122,085011401
122,085017700
122,085001800
122,085006400
120,085024700
33,061026500
123,085017008
123,085020801
123,085024800
40,005001900
44,005017300
52,005041900
42,005014100
42,005018500
50,005033500
41,005008900
42,005014100
49,005022800
63,047074600
90,047052900
67,047094600
83,047042300
61,047059000
61,047056400
60,047036600
83,047042100
63,047073000
1,061000500
13,061005800
6,061007700
1,061000900
110,081038302
104,081057700
,081089200
111,081152901
110,081026500
104,081058500
112,081074500
108,081022900
104,081051500
115,081035700
102,081014202
105,081056000
105,081066400
104,081067100
104,081066300
122,085027301
122,085018702
122,085017700
120,085002001
122,085002002
120,085018901
,085001800
122,085015601
120,085020100
120,085015100
120,085020700
120,085009700
120,085008100
109,081114100
120,085020700
120,085020700
120,085020700
120,085021300
123,085017012
120,085013302
120,085013302
120,085020100
120,085013302
120,085015100
120,085013302
120,085009700
120,085014100
122,085027900
104,081063500
120,085012500
120,085012500
123,085017012
120,085012500
120,085012100
120,085010500
120,085012100
109,081114700
120,085009700
120,085008100
120,085008100
120,085010500
120,085010500
120,085010500
120,085010500
120,085006700
120,085006700
120,085006700
123,085019800
123,085024800
122,085005000
123,085019800
122,085027702
,085990100
,085990100
,085032300
,085007400
122,085011201
,085990100
120,085009700
,085009700
120,085018701
123,085022600
,085022300
122,085014606
120,085025100
120,085030302
122,085017700
122,085017700
122,085009602
122,085009602
122,085011401
122,085011402
122,085014605
122,085014605
122,085013203
122,085013203
122,085013203
120,085004700
122,085017700
120,085002900
120,085002900
120,085002900
122,085005000
122,085017700
122,085017700
122,085017700
122,085017700
122,085012806
122,085012804
122,085013204
122,085012804
122,085011202
122,085011202
122,085011202
122,085011202
120,085002900
120,085002900
120,085004000
120,085004000
120,085000800
120,085004000
122,085027301
120,085025100
120,085018901
122,085013204
123,085017005
123,085017005
120,085024700
120,085023100
122,085013800
122,085013800
123,085020801
104,081063500
120,085004700
123,085019800
122,085011202
120,085004000
120,085004000
120,085030301
122,085014606
120,085030302
120,085006700
120,085006700
120,085006700
120,085006700
123,085017005
122,085015601
122,085015601
122,085015601
122,085015601
114,081029900
115,081030904
114,081031700
102,081064102
109,081090700
123,085022800
122,085011202
122,085007000
122,085011201
122,085007000
120,085030302
120,085030301
123,085015602
123,085017600
123,085015602
122,085015601
122,085015601
122,085015601
122,085015601
122,085015601
123,085015602
122,085015601
122,085015601
122,085015603
123,085015602
123,085015602
122,085013203
122,085014604
122,085013203
122,085015603
122,085015603
120,085015100
120,085020100
120,085015100
120,085020100
120,085020100
120,085015100
120,085015100
120,085004000
120,085004000
120,085004000
120,085004000
120,085004000
122,085005000
122,085005000
122,085018100
122,085018100
122,085018100
122,085012200
122,085012200
122,085013400
122,085013400
122,085005000
120,085003600
120,085003600
120,085003600
122,085002002
122,085006400
122,085002002
120,085000800
120,085000800
120,085000800
120,085000800
120,085000800
120,085002001
120,085018901
120,085018901
120,085018901
120,085018901
120,085018901
122,085015603
123,085017008
122,085015603
123,085020801
120,085031901
120,085031901
120,085004000
123,085022600
123,085020803
122,085012806
123,085024402
120,085025100
120,085004000
122,085029102
112,081069500
,085000700
122,085022800
122,085029102
123,085017010
122,085015603
123,085022600
122,085027900
122,085022800
120,085021300
120,085012100
120,085004000
120,085021300
120,085001700
120,085001100
120,085002100
120,085002100
120,085002100
120,085002100
120,085002100
120,085002100
120,085002100
120,085002100
120,085002700
120,085002700
120,085012100
120,085002700
,085015603
120,085020700
120,085010500
120,085010500
123,085017012
120,085010500
,085015400
120,085030301
120,085030301
122,085029103
122,085027302
122,085027302
122,085027301
122,085027706
122,085027705
122,085027702
123,085022800
122,085014604
122,085027705
122,085027705
122,085027705
123,085020803
123,085020803
123,085017010
123,085020804
123,085017009
123,085017008
123,085017009
123,085017009
123,085019800
123,085017010
123,085017010
120,085031902
120,085031902
115,081028900
,085020700
122,085029102
120,085023100
120,085030302
114,081012500
113,081071600
123,085022600
123,085024800
,085024800
,085008100
,085007000
122,085011201
122,085009601
122,085009602
122,085009602
122,085011401
122,085009602
122,085009602
122,085018100
122,085012200
122,085011402
122,085012200
122,085011202
122,085011401
122,085011402
122,085011402
122,085011202
122,085017700
120,085018901
123,085024800
122,085009601
122,085009602
122,085009602
122,085009602
122,085009602
122,085013800
120,085018701
123,085020803
120,085000300
122,085007000
123,085020801
123,085020801
123,085019800
120,085025100
120,085025100
120,085018901
120,085025100
120,085024700
122,085014604
120,085025100
120,085025100
120,085025100
120,085025100
120,085018901
123,085024800
123,085024800
123,085024800
123,085024800
123,085024401
123,085024401
123,085024402
123,085022600
122,085014605
120,085004700
120,085004000
122,085005000
120,085004000
122,085014604
122,085005000
122,085018100
122,085017700
123,085017012
122,085012200
122,085013400
122,085012200
122,085012200
120,085007700
122,085029104
123,085019800
122,085014608
123,085024401
122,085029104
120,085014700
123,085020801
123,085017007
120,085014100
120,085012100
120,085004000
,085029102
120,085020700
123,085019800
122,085015603
122,085015603
122,085005000
123,085017600
120,085025100
122,085029103
123,085017005
122,085013201
123,085017005
123,085024800
120,085004000
123,085024402
120,085030302
120,085022300
120,085006700
120,085008100
120,085000700
120,085000700
120,085008100
120,085000900
120,085007500
120,085007500
120,085007500
120,085007500
120,085007700
120,085001100
120,085000900
120,085000900
120,085024700
120,085001100
120,085003300
120,085003300
120,085002100
120,085002100
120,085002100
120,085002100
120,085002100
120,085002100
120,085002100
120,085002100
120,085002700
120,085000600
120,085032300
122,085011402
122,085011402
123,085015602
122,085012200
122,085012200
122,085012200
122,085011402
122,085011201
123,085020801
34,061028700
122,085011202
122,085009601
122,085012805
122,085013204
122,085013800
122,085013800
122,085017700
122,085018702
120,085015100
120,085015100
120,085014700
123,085020801
123,085020804
120,085018901
122,085029102
122,085029102
122,085029102
123,085020801
122,085029102
122,085029102
123,085020801
123,085020801
120,085018901
122,085027704
122,085027301
122,085029102
122,085014604
122,085014607
123,085020801
123,085019800
122,085015603
120,085015100
111,081146700
108,081000700
123,085019800
120,085012100
123,085019800
120,085006700
120,085007500
123,085019800
123,085017008
122,085017300
122,085009602
123,085020801
123,085017010
122,085013800
122,085015603
120,085019700
120,085019700
122,085014604
120,085015100
123,085020803
120,085015100
120,085018901
120,085018701
102,081001400
120,085015100
120,085018701
120,085019700
122,085018902
122,085027302
122,085018902
122,085013800
122,085027900
122,085027900
122,085013800
122,085013800
122,085013204
122,085013800
122,085013800
122,085013204
122,085013204
122,085013204
123,085019800
122,085013204
,061000900
122,085013204
122,085015603
122,085018902
122,085027302
122,085029103
122,085027702
122,085027702
123,085017008
123,085017008
123,085022600
123,085024800
123,085024401
123,085020801
123,085020801
123,085022600
123,085020801
123,085020804
123,085020804
123,085020804
123,085020804
123,085020804
123,085020804
122,085013400
122,085012806
122,085012200
122,085012200
122,085013400
122,085013400
122,085012806
122,085013204
122,085013201
122,085013204
122,085018902
122,085027301
122,085027302
122,085022800
123,085020801
122,085029102
122,085018702
122,085001800
120,085001800
123,085017010
123,085019800
122,085014606
123,085017007
123,085017007
122,085027301
122,085012806
122,085007400
122,085007000
122,085007000
122,085014606
123,085022600
123,085020804
120,085002100
123,085022600
122,085012806
122,085022800
120,085014700
120,085014700
120,085016901
120,085014700
122,085027900
122,085027301
122,085013204
,085022800
120,085000600
122,085017300
122,085017700
122,085018100
122,085017700
122,085011401
122,085009601
120,085001800
122,085001800
122,085027900
122,085001800
122,085007000
122,085007000
122,085011201
122,085011201
122,085011202
123,085022600
123,085022600
123,085020804
123,085020804
123,085019800
123,085019800
123,085019800
123,085019800
,085019800
123,085017010
122,085027702
122,085029102
122,085029102
122,085018702
122,085027302
122,085027302
122,085014605
122,085014607
122,085014608
122,085014608
122,085014604
122,085014604
122,085014604
122,085014604
123,085019800
123,085019800
123,085017600
123,085019800
123,085019800
123,085019800
123,085019800
123,085017005
123,085017010
123,085017005
123,085017005
123,085017005
123,085017005
123,085017005
123,085017005
122,085012200
122,085018100
122,085012200
122,085012200
122,085013204
122,085013400
122,085013400
122,085002002
108,081000100
123,085022600
123,085022600
122,085006400
122,085005000
122,085006400
120,085002001
120,085002001
120,085002001
122,085002002
120,085000800
120,085002001
122,085002002
120,085002001
122,085027702
120,085025100
120,085018901
120,085018901
120,085018901
120,085018901
120,085018901
120,085018901
115,081029100
122,085018902
122,085029103
122,085027702
120,085004000
123,085024402
120,085032300
122,085022800
123,085020801
123,085022600
122,085029102
122,085012805
122,085029103
122,085014608
112,081069500
112,081069500
123,085017600
122,085012805
122,085014605
122,085012805
120,085000600
123,085022600
122,085027302
120,085004000
120,085004000
123,085020801
123,085015602
123,085017005
122,085029102
120,085020100
122,085011201
122,085007000
122,085012806
120,085020700
120,085010500
120,085009700
120,085009700
120,085010500
120,085013302
120,085000900
123,085024401
104,081066900
113,081071600
123,085022800
123,085024800
120,085015100
122,085027302
122,085027301
122,085027705
122,085027702
122,085027301
104,081067700
120,085003900
120,085000600
122,085018702
122,085014608
122,085017700
122,085018100
103,081024000
100,081094201
122,085017700
122,085005000
122,085017700
122,085017700
100,081107201
122,085018100
122,085027704
122,085027702
122,085027704
122,085027302
122,085027302
122,085014605
122,085014608
122,085014608
122,085009601
122,085014604
122,085014604
122,085014604
122,085014605
120,085030302
122,085014604
122,085014605
122,085014605
123,085017600
123,085017600
123,085017600
123,085019800
123,085019800
123,085019800
123,085019800
123,085019800
123,085019800
123,085019800
123,085017012
123,085022600
120,085025100
120,085018901
122,085013800
122,085014608
122,085027301
120,085030301
120,085003900
105,081065400
122,085017700
122,085012804
120,085004000
122,085006400
123,085017010
123,085017007
122,085014608
123,085017600
122,085017700
122,085002002
122,085017300
111,081140902
107,081021600
104,081061900
122,085029102
120,085030301
122,085013204
122,085013204
123,085024402
123,085024402
123,085024402
123,085024402
123,085024402
120,085022300
122,085029102
120,085030302
120,085032300
120,085031901
120,085031901
106,081081400
120,085030302
122,085015603
122,085015603
122,085013203
122,085015603
122,085015603
120,085022300
120,085023100
120,085023900
120,085023900
120,085022300
120,085020700
120,085021300
122,085014607
120,085024700
120,085020700
122,085012806
122,085012806
122,085012806
122,085012806
122,085012805
122,085012806
123,085017005
120,085000800
120,085000800
123,085017012
122,085006400
122,085006400
122,085007000
122,085007000
122,085007000
122,085006400
122,085007000
122,085006400
122,085007000
122,085007000
122,085007000
122,085007000
122,085007000
122,085011201
122,085007400
122,085007000
122,085007400
123,085017008
123,085017008
123,085017012
122,085014606
123,085017012
120,085016901
122,085017700
122,085017300
122,085018100
122,085017300
122,085017700
120,085016901
122,085012200
122,085012200
120,085016901
122,085007000
122,085011401
,085022600
122,085011401
122,085011201
122,085011201
123,085017007
122,085011201
122,085011201
122,085011202
122,085011202
122,085011202
122,085011202
122,085012804
122,085012806
122,085011202
123,085020803
122,085012804
122,085011202
122,085011202
120,085032300
120,085030302
123,085017010
123,085017009
123,085017010
123,085017600
123,085017005
120,085032300
122,085002002
123,085024800
120,085012100
104,081062100
104,081062100
122,085017700
122,085011401
122,085011201
123,085017010
123,085017010
120,085012100
120,085006700
123,085017005
122,085011401
122,085014604
122,085007000
122,085027702
122,085027900
122,085011201
122,085027702
122,085027301
122,085027702
123,085024800
123,085020801
123,085015603
123,085015602
123,085017600
122,085017700
122,085009601
123,085017011
123,085017011
123,085017005
123,085017600
123,085017600
123,085015602
122,085014604
122,085015601
123,085015602
123,085015602
123,085015602
123,085017008
122,085015603
123,085017600
122,085015601
123,085017010
123,085017600
123,085017600
123,085017600
123,085022600
122,085014604
122,085015601
122,085015601
122,085015601
122,085015601
123,085015602
122,085015601
122,085015601
122,085015601
123,085017008
123,085017008
123,085017008
123,085017009
123,085017008
123,085017008
123,085019800
123,085020801
123,085020801
123,085020803
123,085020803
123,085020804
122,085013400
122,085013400
122,085013400
122,085013400
122,085013400
122,085013400
122,085013204
122,085012806
122,085012806
122,085017700
122,085017700
120,085000800
120,085000800
122,085002002
122,085002002
122,085009601
122,085006400
122,085006400
123,085022600
122,085007000
123,085024402
122,085017700
123,085022600
120,085000800
122,085014606
123,085022600
123,085019800
122,085012805
122,085012806
120,085014700
120,085014700
120,085014700
120,085016901
120,085014700
120,085016901
122,085017300
122,085018702
122,085018702
122,085017300
122,085017300
122,085018100
122,085017700
122,085018100
120,085016901
122,085007000
122,085007000
122,085007000
122,085011201
123,085017007
122,085009602
122,085009601
120,085001800
122,085001800
122,085001800
122,085007000
122,085011201
123,085022600
123,085022600
123,085020803
123,085020803
123,085019800
123,085019800
106,081081400
123,085019800
123,085017005
123,085017009
122,085014607
123,085015602
104,081063302
123,085017011
120,085032300
120,085020700
122,085011201
123,085020801
123,085020804
122,085009602
122,085012806
123,085019800
122,085011201
122,085011202
120,085004000
123,085017012
123,085017005
123,085017005
123,085017011
123,085017005
123,085017005
122,085018100
122,085009601
122,085009601
123,085017011
123,085017600
123,085017600
123,085017011
123,085017600
123,085017011
122,085015601
123,085015602
123,085015602
123,085015602
123,085015602
123,085017600
123,085017600
123,085015602
123,085017600
123,085017600
122,085015601
122,085015601
123,085015602
122,085015601
122,085015601
122,085015601
120,085025100
120,085018901
120,085018901
120,085025100
120,085025100
123,085017008
120,085020100
120,085019700
120,085019700
120,085019700
120,085019700
120,085018901
123,085022600
113,081028800
111,081136700
,085012806
123,085022600
120,085021300
120,085020100
120,085014700
120,085009700
120,085005900
120,085006700
120,085007500
120,085030301
120,085030302
120,085030301
120,085018901
123,085024402
122,085014606
120,085004000
120,085032300
120,085018901
120,085023900
120,085023900
120,085002100
106,081004002
122,085013203
120,085031901
123,085017007
123,085022600
123,085022600
122,085013800
123,085015603
123,085024402
122,085029104
120,085004000
120,085021300
120,085021300
122,085018702
120,085018701
122,085018702
120,085015100
122,085018702
122,085018702
120,085021300
120,085024700
120,085020700
120,085008100
120,085020700
120,085020700
120,085020700
120,085020700
120,085020700
120,085014100
120,085013302
120,085014100
120,085014100
120,085013302
120,085014100
120,085013301
