005000100,11091,0.070507619,0.559552791,0.340726715,0.029212875
005000200,4334,0.029995385,0.225426857,0.690586064,0.053991694
005000400,5503,0.034344903,0.241141196,0.682355079,0.042158822
005001600,5643,0.034556087,0.324118377,0.61704767,0.024277866
005001900,1917,0.097548252,0.254042775,0.618675013,0.029733959
005002000,8731,0.012827855,0.346237544,0.614019013,0.026915588
005002300,4933,0.008311372,0.324954389,0.653354956,0.013379282
005002400,4,0,0,1,0
005002500,5491,0.014205063,0.179930796,0.792023311,0.01384083
005002701,3113,0.008994539,0.318663668,0.65852875,0.013813042
005002702,4475,0.009162011,0.213407821,0.756424581,0.021005587
005002800,5586,0.008055854,0.749910491,0.221804511,0.020229144
005003100,1597,0.005009393,0.338760175,0.63744521,0.018785222
005003300,3413,0.00996191,0.256372693,0.7222385,0.011426897
005003500,3761,0.010901356,0.238234512,0.741026323,0.009837809
005003700,245,0.032653061,0.318367347,0.648979592,0
005003800,1264,0.019778481,0.336234177,0.602056962,0.04193038
005003900,6475,0.025019305,0.145945946,0.813745174,0.015289575
005004001,1420,0.075352113,0.156338028,0.511267606,0.257042254
005004100,6127,0.017137261,0.244654807,0.726130243,0.012077689
005004200,7143,0.011199776,0.417891642,0.552708946,0.018199636
005004300,5056,0.016811709,0.209651899,0.758306962,0.01522943
005004400,4797,0.021054826,0.344381905,0.607254534,0.027308735
005004600,1555,0.020578778,0.381350482,0.586495177,0.011575563
005004800,3883,0.017769766,0.175637394,0.769765645,0.036827195
005005001,4767,0.011537655,0.269142018,0.693517936,0.025802391
005005002,5823,0.010303967,0.160226687,0.792890263,0.036579083
005005100,5810,0.008433735,0.345611015,0.635972461,0.009982788
005005200,2031,0.016740522,0.288035451,0.663712457,0.031511571
005005300,4669,0.008567145,0.539944314,0.434140073,0.017348469
005005400,5853,0.01537673,0.254912011,0.650948232,0.078763028
005005600,2711,0.015123571,0.223902619,0.675027665,0.085946145
005005902,2582,0.043764524,0.294732765,0.631680868,0.029821844
005006000,1129,0.018600531,0.13108946,0.830823738,0.019486271
005006100,3713,0.012927552,0.812819822,0.152168058,0.022084568
005006200,6585,0.005770691,0.325892179,0.638572513,0.029764617
005006300,5280,0.037121212,0.239583333,0.659280303,0.064015152
005006400,3967,0.016133098,0.338795059,0.545752458,0.099319385
005006500,5337,0.03166573,0.290425333,0.644182125,0.033726813
005006700,6984,0.012600229,0.238688431,0.733533792,0.015177549
005006800,2897,0.015188126,0.30721436,0.575422851,0.102174663
005006900,7564,0.012823903,0.336594395,0.627578001,0.023003702
005007000,4584,0.02530541,0.222513089,0.608856894,0.143324607
005007100,1907,0.006292606,0.325117986,0.651809124,0.016780283
005007200,5432,0.039580265,0.119477172,0.518777614,0.322164948
005007300,3893,0.00976111,0.223734909,0.75237606,0.014127922
005007400,3710,0.018598383,0.365768194,0.570889488,0.044743935
005007500,4869,0.008831382,0.293489423,0.678989526,0.018689669
005007600,5190,0.023314066,0.205587669,0.658574181,0.112524085
005007700,1927,0.017644006,0.223144785,0.736896731,0.022314478
005007800,6418,0.050015581,0.156123403,0.667497663,0.126363353
005007900,6733,0.013366998,0.24862617,0.725976533,0.012030299
005008300,6155,0.012510154,0.149959383,0.826807474,0.010722989
005008400,2374,0.01853412,0.320134794,0.609941028,0.051390059
005008500,5457,0.017408833,0.197544438,0.764705882,0.020340847
005008600,4176,0.011015326,0.316570881,0.632662835,0.039750958
005008700,5466,0.011525796,0.196121478,0.781924625,0.010428101
005008900,3177,0.014164306,0.141328297,0.831287378,0.013220019
005009000,3667,0.027270248,0.296973002,0.645486774,0.030269975
005009200,5017,0.054414989,0.126370341,0.606737094,0.212477576
005009300,6356,0.017778477,0.264789176,0.69776589,0.019666457
005009600,2594,0.076329992,0.151117965,0.594063223,0.17848882
005009800,5038,0.033743549,0.261214768,0.622667725,0.082373958
005011000,151,0.033112583,0.099337748,0.78807947,0.079470199
005011502,4340,0.008064516,0.252764977,0.72281106,0.016359447
