1,047085800,0.9166656307089335,M,B,18
1,061001800,0.9171222511974559,M,B,31
1,047001500,0.9173505614417172,M,B,16
1,047002300,0.9184921126630234,M,O,19
1,047030300,0.9184921126630234,M,B,32
1,005017702,0.9198619741285909,M,B,22
1,047024300,0.9223733868154648,M,B,49
1,005026500,0.9232866277925098,M,H,24
1,047074600,0.923514938036771,M,B,41
1,047152200,0.9246564892580773,M,B,39
1,047051602,0.9276245224334736,M,B,30
1,081017000,0.9278528326777349,M,H,20
1,047081800,0.9305925556088699,M,B,22
1,081028300,0.9317341068301762,M,H,48
1,061002500,0.9319624170744374,M,B,17
1,081044400,0.9331039682957437,M,O,23
1,005013300,0.9335605887842662,M,H,34
1,047052700,0.9340172092727888,M,H,20
1,047097000,0.9344738297613112,M,B,22
1,047058400,0.9347021400055725,M,W,17
1,081048900,0.9365286219596625,M,H,30
1,047043800,0.9166656307089335,M,B,50
1,081103202,0.9166656307089335,M,H,31
1,047026100,0.9166656307089335,M,B,20
1,047026100,0.9166656307089335,M,B,26
1,047026100,0.9166656307089335,M,B,27
1,047026100,0.9166656307089335,M,B,27
1,005008700,0.9166656307089335,M,H,17
1,005023703,0.9166656307089335,M,B,35
1,085004000,0.9166656307089335,M,B,17
1,047018501,0.9166656307089335,M,B,51
1,047007100,0.9166656307089335,M,B,24
1,047028900,0.9166656307089335,M,B,31
1,047027700,0.9166656307089335,M,B,28
1,047027700,0.9166656307089335,M,B,31
1,047027700,0.9166656307089335,F,B,23
1,081015802,0.9166656307089335,M,O,21
1,047023300,0.9166656307089335,M,B,17
1,005022500,0.9166656307089335,M,H,19
1,005022500,0.9166656307089335,M,H,18
1,085004000,0.9166656307089335,M,B,27
1,085010500,0.9166656307089335,M,H,13
1,005014702,0.9166656307089335,M,B,30
1,005008700,0.9166656307089335,M,B,34
1,005008700,0.9166656307089335,M,B,35
1,081100802,0.9166656307089335,M,B,42
1,047028400,0.9166656307089335,M,H,46
1,061027900,0.9166656307089335,M,H,21
1,061014300,0.9166656307089335,M,B,18
1,061014300,0.9166656307089335,M,B,14
1,005028700,0.9166656307089335,M,H,19
1,061024200,0.9166656307089335,M,B,34
1,085010500,0.9166656307089335,F,B,25
1,061018600,0.9166656307089335,M,B,18
1,085010500,0.9166656307089335,M,B,23
1,061018600,0.9166656307089335,M,B,24
1,061018600,0.9166656307089335,M,B,21
1,061008700,0.9166656307089335,M,B,41
1,061018600,0.9166656307089335,M,O,19
1,081057700,0.9166656307089335,M,W,37
1,081044800,0.9166656307089335,M,B,22
1,005009000,0.9166656307089335,M,B,21
1,047027700,0.9166656307089335,M,B,19
1,047027700,0.9166656307089335,M,B,18
1,061012100,0.9166656307089335,M,B,26
1,081100802,0.9166656307089335,M,B,42
1,005028300,0.9166656307089335,M,H,31
1,085002900,0.9166656307089335,M,B,42
1,005023703,0.9166656307089335,M,B,19
1,047027500,0.9166656307089335,M,B,20
1,085010500,0.9166656307089335,M,B,22
1,005038301,0.9166656307089335,M,B,29
1,047085800,0.9166656307089335,M,B,18
1,005022500,0.9166656307089335,M,B,20
1,005021100,0.9166656307089335,M,B,20
1,085008100,0.9166656307089335,F,H,34
1,005040900,0.9166656307089335,M,B,24
1,005021301,0.9166656307089335,M,H,35
1,005021301,0.9166656307089335,M,H,23
1,005021301,0.9166656307089335,M,H,27
1,047057200,0.9166656307089335,M,B,25
1,005034800,0.9166656307089335,M,B,24
1,005034800,0.9166656307089335,M,B,20
