datestop,sex,race,age,city,xcoord,ycoord
1012014,M,B,18,BROOKLYN,1000633,176542
1032014,M,B,31,MANHATTAN,987521,201066
1042014,M,B,16,BROOKLYN,988579,191174
1092014,M,A,19,BROOKLYN,988827,194808
1092014,M,B,32,BROOKLYN,1005873,185052
1152014,M,B,22,BRONX,1009416,244229
1262014,M,B,49,BROOKLYN,997847,189692
1302014,M,Q,24,BRONX,1011120,254774
1312014,M,B,41,BROOKLYN,1001738,165362
2062014,M,B,39,BROOKLYN,993319,174812
2192014,M,B,30,BROOKLYN,995980,173264
2202014,M,Q,20,QUEENS,1037497,188639
3012014,M,B,22,BROOKLYN,998216,176711
3062014,M,Q,48,QUEENS,1016409,211680
3072014,M,B,17,MANHATTAN,985307,197777
3122014,M,A,23,QUEENS,1046659,197817
3142014,M,Q,34,BRONX,1010687,239143
3162014,M,Q,20,BROOKLYN,996804,197551
3182014,M,B,22,BROOKLYN,1009316,175398
3192014,M,W,17,BROOKLYN,996140,155295
3272014,M,Q,30,QUEENS,1013106,208556
1012014,M,B,50,BROOKLYN,991748,161085
1012014,M,P,31,QUEENS,1052559,159711
1012014,M,B,20,BROOKLYN,999365,191140
1012014,M,B,26,BROOKLYN,998797,191051
1012014,M,B,27,BROOKLYN,999365,191140
1012014,M,B,27,BROOKLYN,999365,191140
1012014,M,Q,17,BRONX,1012520,238247
1012014,M,B,35,BRONX,1011694,252606
1012014,M,B,17,STATEN ISLAND,961045,162903
1012014,M,B,51,BROOKLYN,991364,192001
1012014,M,B,24,BROOKLYN,987265,188691
1012014,M,B,31,BROOKLYN,1004038,191851
1012014,M,B,28,BROOKLYN,1001181,189778
1012014,M,B,31,BROOKLYN,1001181,189778
1012014,F,B,23,BROOKLYN,1001181,189778
1012014,M,A,21,QUEENS,1034983,190348
1012014,M,B,17,BROOKLYN,995704,190315
1012014,M,P,19,BRONX,1008799,244608
1012014,M,Q,18,BRONX,1008799,244608
1012014,M,B,27,STATEN ISLAND,960727,163210
1012014,M,Q,13,STATEN ISLAND,952460,170558
1012014,M,B,30,BRONX,1010098,244419
1012014,M,B,34,BRONX,1012513,237861
1012014,M,B,35,BRONX,1012513,237861
1012014,M,B,42,QUEENS,1052520,158786
1012014,M,Q,46,BROOKLYN,984634,159636
1012014,M,P,21,MANHATTAN,1003682,250700
1012014,M,B,18,MANHATTAN,994617,227693
1012014,M,B,14,MANHATTAN,994617,227693
1012014,M,Q,19,BRONX,1011122,260515
1012014,M,B,34,MANHATTAN,1001963,233039
1012014,F,B,25,STATEN ISLAND,953650,171663
1012014,M,B,18,MANHATTAN,998052,229755
1012014,M,B,23,STATEN ISLAND,953650,171663
1012014,M,B,24,MANHATTAN,998052,229755
1012014,M,B,21,MANHATTAN,998052,229755
1012014,M,B,41,MANHATTAN,984354,210231
1012014,M,U,19,MANHATTAN,998052,229755
1012014,M,W,37,QUEENS,1015083,195340
1012014,M,B,22,QUEENS,1039585,198424
1012014,M,B,21,BRONX,1026355,237490
1012014,M,B,19,BROOKLYN,1001303,188977
1012014,M,B,18,BROOKLYN,1001303,188977
1012014,M,B,26,MANHATTAN,987215,215403
1012014,M,B,42,QUEENS,1052520,158786
1012014,M,P,31,BRONX,1011835,262043
1012014,M,B,42,STATEN ISLAND,961840,165610
1012014,M,B,19,BRONX,1011694,252606
1012014,M,B,20,BROOKLYN,1000638,188057
1012014,M,B,22,STATEN ISLAND,952334,171480
1012014,M,B,29,BRONX,1012419,251454
1012014,M,B,18,BROOKLYN,1000374,176520
1012014,M,B,20,BRONX,1008799,244608
1012014,M,B,20,BRONX,1005919,244895
1012014,F,Q,34,STATEN ISLAND,959534,174665
1012014,M,B,24,BRONX,1012851,260358
1012014,M,Q,35,BRONX,1005699,247199
1012014,M,Q,23,BRONX,1005699,247199
1012014,M,Q,27,BRONX,1005699,247199
1012014,M,B,25,BROOKLYN,1000702,155926
1012014,M,B,24,BRONX,1025612,257107
1012014,M,B,20,BRONX,1025612,257107
1012014,M,B,22,BRONX,1025612,257107
1012014,M,B,22,BRONX,1025612,257107
1012014,M,B,22,BRONX,1025612,257107
1012014,M,A,25,QUEENS,1031307,216054
1012014,M,Q,25,BROOKLYN,1005102,197311
1012014,M,Q,47,BROOKLYN,1005102,197311
1012014,M,Q,39,BROOKLYN,1005102,197311
1012014,M,Q,50,BROOKLYN,1005102,197311
1012014,M,Q,21,BROOKLYN,1005102,197311
1012014,M,P,17,BRONX,1015530,255253
1012014,M,B,19,BROOKLYN,1019596,188333
1012014,M,B,20,BROOKLYN,1000019,181227
1012014,M,B,36,MANHATTAN,987866,214721
1012014,M,B,54,BROOKLYN,996826,187352
1012014,M,W,54,QUEENS,1025203,179446
1012014,M,B,44,MANHATTAN,983551,208788
1012014,M,I,40,QUEENS,1038927,197178
1012014,M,B,24,STATEN ISLAND,937174,150403
1012014,M,B,43,BROOKLYN,1010247,181402
1012014,M,P,15,BRONX,1029995,245862
1012014,M,Q,19,BRONX,1029995,245862
1012014,M,B,56,STATEN ISLAND,960951,166153
1012014,M,B,53,STATEN ISLAND,960951,166153
1012014,M,B,18,QUEENS,1037916,203169
1012014,M,B,20,QUEENS,1037916,203169
1012014,M,Q,17,QUEENS,1037916,203169
1012014,M,B,16,BROOKLYN,1009480,183843
1012014,M,B,17,BROOKLYN,1009480,183843
1012014,M,B,43,BRONX,1010266,244781
1012014,M,B,24,BROOKLYN,994051,173361
1012014,F,A,14,MANHATTAN,994617,227693
1012014,M,B,14,MANHATTAN,994617,227693
1012014,M,B,14,MANHATTAN,994617,227693
1012014,M,B,15,MANHATTAN,994617,227693
1012014,M,B,16,MANHATTAN,994617,227693
1012014,M,P,13,MANHATTAN,994617,227693
1012014,M,Q,31,MANHATTAN,987382,199474
1012014,M,B,18,QUEENS,1044710,188768
1012014,M,W,42,MANHATTAN,987772,216413
1012014,F,Q,36,BRONX,1006928,238560
1012014,M,Q,36,BRONX,1006928,238560
1012014,M,B,47,BROOKLYN,988467,188079
1012014,M,B,32,BRONX,1006581,239041
1012014,M,B,31,BROOKLYN,987785,188719
1012014,F,Z,41,MANHATTAN,1001666,233206
1012014,M,B,19,BROOKLYN,992551,173812
1012014,M,Z,48,MANHATTAN,1001666,233206
1012014,M,P,24,BRONX,1004836,243259
1012014,M,Q,32,BROOKLYN,984576,184308
1012014,M,Q,22,BRONX,1004836,243259
1012014,M,B,35,BROOKLYN,994182,170662
1012014,M,B,30,MANHATTAN,999091,240556
1012014,M,Q,23,BRONX,1009466,236587
1012014,F,Q,47,BRONX,1009916,236866
1012014,M,Q,44,BRONX,1009916,236866
1012014,M,Q,19,BRONX,1009916,236866
1012014,M,W,36,BROOKLYN,982224,187792
1012014,Z,Z,34,BROOKLYN,982224,187792
1012014,M,B,47,BRONX,1003591,242274
1012014,M,W,26,STATEN ISLAND,930806,153593
1012014,M,B,21,BROOKLYN,1005577,188806
1012014,M,B,26,BRONX,1007328,239855
1012014,M,B,27,BRONX,1007328,239855
1012014,M,B,25,BROOKLYN,989325,193686
1012014,M,B,39,BRONX,1004675,244782
1012014,M,B,49,MANHATTAN,1001637,234554
1012014,M,W,34,QUEENS,1028026,204652
1012014,M,W,38,BROOKLYN,990537,169415
1012014,M,B,41,BRONX,1025423,256066
1012014,M,B,19,BRONX,1006032,243764
1012014,M,B,14,BRONX,1006032,243764
1012014,M,B,19,BROOKLYN,1016401,178124
1012014,M,B,42,BROOKLYN,988837,194813
1012014,M,B,36,BROOKLYN,988837,194813
1012014,M,Q,17,BRONX,1006032,243764
1012014,M,Q,13,BRONX,1006032,243764
1012014,M,Q,21,BRONX,1009898,236541
1012014,F,W,33,BROOKLYN,985754,158755
1012014,F,B,38,MANHATTAN,1002193,236820
1012014,M,B,35,MANHATTAN,1002193,236820
1012014,M,B,33,MANHATTAN,1002193,236820
1012014,M,B,26,MANHATTAN,1002193,236820
1012014,F,B,16,MANHATTAN,1002057,234285
1012014,F,B,19,MANHATTAN,1002057,234285
1012014,M,Q,21,MANHATTAN,1002057,234285
1012014,M,B,26,QUEENS,1045919,155533
1012014,M,B,17,BROOKLYN,1003928,175734
1012014,M,B,20,BROOKLYN,1000835,177263
1012014,M,B,18,BROOKLYN,1000835,177263
1012014,M,B,21,BROOKLYN,999899,175831
1012014,M,B,22,BROOKLYN,999899,175831
1012014,M,W,23,MANHATTAN,999796,226622
1012014,M,B,15,QUEENS,998800,214797
1012014,M,B,18,QUEENS,998800,214797
1012014,M,Q,21,BROOKLYN,981361,175566
1012014,M,Q,18,BROOKLYN,981245,175414
1012014,M,Q,19,BROOKLYN,981361,175566
1012014,M,Q,19,BROOKLYN,981245,175414
1012014,F,B,23,BROOKLYN,1000633,176542
1012014,M,B,23,BROOKLYN,1000633,176542
1012014,M,B,23,BROOKLYN,1000633,176542
1012014,M,B,36,BROOKLYN,998741,189953
1012014,M,B,24,BROOKLYN,1000633,176542
1012014,M,B,20,BROOKLYN,1007929,178364
1012014,M,B,43,STATEN ISLAND,930806,153593
1012014,M,B,26,STATEN ISLAND,961734,164364
1012014,M,A,24,BROOKLYN,984619,156878
1012014,M,B,24,BROOKLYN,984619,156878
1012014,M,B,23,BROOKLYN,1008070,171548
1012014,M,B,19,BROOKLYN,1008070,171548
1012014,M,W,24,BROOKLYN,984619,156878
1012014,M,B,37,STATEN ISLAND,940426,167930
1022014,M,B,23,STATEN ISLAND,960740,161583
1022014,M,B,24,BROOKLYN,1009900,193293
1022014,M,Q,24,BROOKLYN,1009900,193293
1022014,M,B,59,MANHATTAN,983972,212404
1022014,M,B,26,BROOKLYN,1003960,178553
1022014,M,B,37,STATEN ISLAND,964114,166065
1022014,M,B,32,MANHATTAN,984422,201476
1022014,M,B,33,BROOKLYN,999153,195479
1022014,M,P,40,STATEN ISLAND,947679,171812
1022014,M,W,21,BROOKLYN,995432,150359
1022014,M,B,41,BRONX,1006658,236318
1022014,M,B,20,QUEENS,1055872,199882
1022014,M,B,20,QUEENS,1055872,199882
1022014,M,B,20,QUEENS,1055872,199882
1022014,M,B,50,BROOKLYN,999481,191701
1022014,M,B,22,QUEENS,1047478,156433
1022014,M,Q,36,STATEN ISLAND,961196,163265
1022014,M,B,21,BROOKLYN,1001814,189870
1022014,M,B,42,BROOKLYN,996094,195521
1022014,M,W,53,BROOKLYN,996094,195521
1022014,F,Q,50,MANHATTAN,999342,233575
1022014,M,B,32,BROOKLYN,1010707,181497
1022014,M,W,27,BROOKLYN,998236,187081
1022014,M,B,46,MANHATTAN,1000414,230243
1022014,M,B,30,MANHATTAN,987341,215631
1022014,M,Q,39,BROOKLYN,1000556,196343
1022014,M,W,34,MANHATTAN,993379,220707
1022014,M,B,42,MANHATTAN,1001780,228656
1022014,M,P,39,MANHATTAN,1001780,228656
1022014,F,B,36,BROOKLYN,1006985,179615
1022014,M,B,54,MANHATTAN,986061,213320
1022014,M,B,53,MANHATTAN,986848,212883
1022014,M,P,21,MANHATTAN,989987,224123
1022014,M,B,56,MANHATTAN,986848,212883
1022014,M,B,49,BROOKLYN,988837,194813
1022014,M,Q,54,BROOKLYN,988837,194813
1022014,M,B,30,STATEN ISLAND,961397,163083
1022014,M,W,24,BROOKLYN,996355,167250
1022014,M,P,48,BROOKLYN,988346,187850
1022014,M,Q,29,MANHATTAN,1002360,231901
1022014,F,B,47,BRONX,1017905,239977
1022014,M,B,26,QUEENS,999247,214512
1022014,M,B,24,QUEENS,999247,214512
1022014,M,Q,45,BROOKLYN,999034,199528
1022014,M,B,25,BROOKLYN,996263,163680
1022014,M,Z,20,QUEENS,1038150,198095
1022014,M,B,34,BROOKLYN,997061,196534
1022014,M,B,28,MANHATTAN,987051,214270
1022014,M,Q,45,BROOKLYN,999705,195482
1022014,M,B,36,BRONX,1030395,255674
1022014,M,B,42,BROOKLYN,995928,173958
1022014,M,Q,52,QUEENS,1053941,156886
1022014,M,B,32,BRONX,1033092,259916
1022014,M,B,16,QUEENS,1034671,190675
1022014,M,B,35,BROOKLYN,989874,190613
1022014,M,W,34,QUEENS,1027852,205143
1022014,M,B,23,BROOKLYN,999750,171178
1022014,M,Q,18,BRONX,1007437,243355
1022014,M,Q,19,BRONX,1007437,243355
1022014,M,Q,19,BRONX,1007437,243355
1022014,M,B,24,QUEENS,1033809,198089
1022014,M,B,37,BROOKLYN,987632,148962
1022014,M,B,39,BROOKLYN,996735,189373
1022014,M,A,22,QUEENS,1009156,218803
1022014,M,B,14,QUEENS,1044813,156510
1022014,M,B,15,QUEENS,1044813,156510
1022014,M,B,13,BRONX,1012225,238060
1022014,M,B,15,BRONX,1012225,238060
1022014,M,B,15,QUEENS,1044813,156510
1022014,M,B,15,QUEENS,1044813,156510
1022014,M,P,16,BRONX,1012225,238060
1022014,M,A,23,QUEENS,1041428,200238
1022014,M,B,22,BRONX,1012634,240035
1022014,M,B,49,BROOKLYN,1016876,179043
1022014,M,P,22,BRONX,1012634,240035
1022014,M,B,42,QUEENS,1049712,155753
1022014,M,Q,42,BRONX,1010270,248769
1022014,M,B,17,BROOKLYN,1000416,189501
1022014,M,B,24,BROOKLYN,1000416,189501
1022014,M,B,18,BROOKLYN,1021740,182471
1022014,M,P,38,BRONX,1020679,255508
1022014,F,B,16,MANHATTAN,1003306,230873
1022014,M,Q,17,MANHATTAN,1003306,230873
1022014,M,B,15,BROOKLYN,1001805,195876
1022014,M,B,25,BROOKLYN,1007888,183448
1022014,M,B,22,BROOKLYN,1007888,183448
1022014,M,B,22,QUEENS,1047413,156800
1022014,M,Q,26,QUEENS,1008552,213724
1022014,M,B,23,BRONX,1007197,238731
1022014,F,B,20,MANHATTAN,1002248,234981
1022014,M,Q,34,BRONX,1007328,239855
1022014,M,P,25,BRONX,1009761,252469
1022014,M,B,43,BRONX,1011698,251174
1022014,M,B,28,MANHATTAN,987048,219367
1022014,M,W,24,BROOKLYN,985267,161477
1022014,M,B,19,QUEENS,1036694,206139
1022014,M,Q,23,BRONX,1006663,238657
1022014,M,Z,55,BROOKLYN,1002407,180964
1022014,M,B,18,BROOKLYN,1007291,178674
1022014,M,Q,38,BRONX,1010146,237049
1022014,M,B,19,BROOKLYN,1005287,181469
1022014,M,B,26,BROOKLYN,995677,190858
1022014,M,B,19,BROOKLYN,1005287,181469
1022014,M,B,41,BROOKLYN,1005287,181469
1022014,M,B,20,QUEENS,1033623,152712
1022014,M,Q,31,BRONX,1005697,247195
1022014,M,Q,33,BRONX,1005697,247195
1022014,M,B,31,BRONX,1007586,232186
1022014,M,B,19,QUEENS,1047433,156685
1022014,M,B,22,QUEENS,1047433,156685
1022014,F,Q,30,BRONX,1005697,247195
1022014,M,W,38,BROOKLYN,983418,174357
1022014,M,Q,42,MANHATTAN,1002416,231297
1022014,M,B,20,BRONX,1005731,243904
1022014,M,B,18,BROOKLYN,1005287,181469
1022014,M,B,20,MANHATTAN,1000891,229645
1022014,M,B,18,STATEN ISLAND,961397,163083
1022014,M,B,19,STATEN ISLAND,961397,163083
1022014,M,B,22,STATEN ISLAND,961397,163083
1022014,M,B,53,BRONX,1005380,235954
1022014,M,B,25,MANHATTAN,997399,230992
1022014,M,B,33,QUEENS,1047435,156709
1032014,M,B,32,BRONX,1008082,241119
1032014,M,Q,20,BROOKLYN,1002143,193974
1032014,M,Q,21,BROOKLYN,1002143,193974
1032014,M,B,21,STATEN ISLAND,958322,156805
1032014,M,B,21,STATEN ISLAND,958322,156805
1032014,M,B,17,STATEN ISLAND,958322,156805
1032014,M,P,44,MANHATTAN,991305,226498
1032014,M,B,34,QUEENS,1035511,205435
1032014,M,Q,32,BROOKLYN,989472,148971
1032014,M,I,22,BROOKLYN,982563,161269
1032014,M,W,54,BROOKLYN,982563,161269
1032014,M,Q,43,MANHATTAN,997340,232170
1032014,M,B,26,MANHATTAN,989554,209597
1032014,M,B,57,BRONX,1020633,256151
1032014,M,Q,21,QUEENS,1006776,216931
1032014,M,Q,66,BRONX,1020962,255806
1032014,M,B,22,MANHATTAN,996551,223272
1032014,M,B,61,MANHATTAN,999643,228852
1032014,M,P,55,MANHATTAN,1000414,230243
1032014,M,Q,42,MANHATTAN,988071,206918
1032014,M,Q,27,STATEN ISLAND,937696,153883
1032014,M,W,29,MANHATTAN,997687,222314
1032014,M,B,25,QUEENS,1052857,161071
1032014,M,B,17,BROOKLYN,995861,171155
1032014,M,W,34,STATEN ISLAND,937312,151660
1032014,M,B,16,BROOKLYN,1010778,190981
1032014,M,Q,53,STATEN ISLAND,959573,168921
1032014,M,Q,40,QUEENS,1005673,217620
1032014,F,Q,28,QUEENS,1058073,177290
1032014,M,B,30,QUEENS,1058373,177011
1032014,M,P,16,BROOKLYN,1018819,188045
1032014,M,B,18,BRONX,1016698,239231
1032014,M,B,19,BRONX,1016698,239231
1032014,M,B,52,QUEENS,1044122,155625
1032014,M,Q,31,BROOKLYN,994260,162606
1032014,M,B,17,MANHATTAN,985109,198612
1032014,M,B,51,BRONX,1006150,238054
1032014,M,B,22,BRONX,1006557,239442
1032014,M,Q,24,QUEENS,1015945,215046
1032014,M,B,53,MANHATTAN,1001775,234816
1032014,M,B,22,BRONX,1004452,243620
1032014,M,B,20,BRONX,1004452,243620
1032014,M,Q,16,BRONX,1009466,236587
1032014,M,A,20,BROOKLYN,1005536,173386
1032014,M,A,19,BROOKLYN,1005536,173386
1032014,M,B,16,QUEENS,1047417,156813
1032014,M,Q,22,BRONX,1009626,236349
1032014,M,P,23,BRONX,1021970,240156
1032014,M,B,13,QUEENS,1036228,204246
1032014,M,B,69,MANHATTAN,1001637,234554
1032014,M,B,13,QUEENS,1036228,204246
1032014,M,P,27,BRONX,1012521,253779
1032014,M,Q,15,BRONX,1007022,243322
1032014,M,B,40,BROOKLYN,999781,191206
1032014,M,B,18,QUEENS,1010686,192838
1032014,F,B,21,BROOKLYN,1006151,178713
1032014,M,B,25,BROOKLYN,1006151,178713
1032014,M,B,24,BROOKLYN,1006151,178713
1032014,M,B,23,BROOKLYN,1006151,178713
1032014,M,P,24,MANHATTAN,1002057,234285
1032014,M,Q,38,MANHATTAN,1002321,231120
1032014,M,B,17,STATEN ISLAND,961660,164479
1032014,M,B,52,MANHATTAN,1001637,234554
1032014,F,Q,24,MANHATTAN,1002416,231297
1032014,M,B,54,QUEENS,1047413,156800
1032014,M,B,18,BRONX,1008390,242057
1032014,M,B,15,BRONX,1008390,242057
1032014,M,B,20,BRONX,1008390,242057
1032014,M,B,29,BRONX,1007022,243322
1032014,M,B,33,BROOKLYN,1001733,169648
1032014,F,B,46,BRONX,1006999,239205
1032014,M,B,36,BRONX,1006999,239205
1032014,M,B,32,BROOKLYN,1000633,176542
1032014,M,B,21,BRONX,1014510,239978
1032014,M,B,60,BROOKLYN,1009838,184508
1032014,M,P,22,BROOKLYN,986222,148378
1032014,F,Q,24,MANHATTAN,1002248,234981
1032014,M,B,24,MANHATTAN,1002248,234981
1032014,M,B,23,MANHATTAN,1002248,234981
1032014,M,B,30,BROOKLYN,1005909,180742
1032014,M,Q,36,BRONX,1025740,237607
1032014,M,B,26,BROOKLYN,995677,190858
1042014,M,Q,34,QUEENS,1016101,213902
1042014,M,A,30,BROOKLYN,1005646,181546
1042014,M,B,31,BRONX,1010257,252276
1042014,M,B,31,BROOKLYN,1004213,175478
1042014,M,W,19,STATEN ISLAND,947529,147162
1042014,M,W,19,STATEN ISLAND,947529,147162
1042014,M,Q,34,BRONX,1009343,236322
1042014,M,Q,18,BRONX,1007692,242138
1042014,F,Q,20,BRONX,1006627,233163
1042014,M,B,29,MANHATTAN,1001637,234554
1042014,M,W,21,STATEN ISLAND,947904,145482
1042014,M,W,21,STATEN ISLAND,947904,145482
1042014,M,B,42,STATEN ISLAND,951721,170488
1042014,M,B,35,MANHATTAN,1000417,242945
1042014,M,B,26,BROOKLYN,1004632,176969
1042014,M,B,42,BROOKLYN,1004632,176969
1042014,M,B,42,BRONX,1007022,243322
1042014,M,B,39,BROOKLYN,1006966,176521
1042014,M,P,39,MANHATTAN,1002078,245943
1042014,M,B,25,MANHATTAN,999157,229026
1042014,M,Q,27,QUEENS,1023666,185819
1042014,M,B,18,MANHATTAN,987326,200563
1042014,M,Z,17,MANHATTAN,987326,200563
1042014,M,B,17,BROOKLYN,995704,190315
1042014,M,B,33,BRONX,1007332,241985
1042014,M,Q,20,BROOKLYN,995704,190315
1042014,M,P,29,MANHATTAN,988811,205243
1042014,M,Q,30,BROOKLYN,986177,188079
1042014,M,P,24,BRONX,1012067,255486
1042014,M,W,30,BROOKLYN,983830,186929
1042014,M,Q,46,QUEENS,1035584,206879
1042014,M,B,19,BROOKLYN,995908,183618
1042014,M,Q,26,BRONX,1013682,236143
1042014,M,B,16,MANHATTAN,987008,199033
1042014,M,Q,43,STATEN ISLAND,962543,156471
1042014,M,B,30,MANHATTAN,1000916,245710
1042014,M,Q,39,QUEENS,1041390,198144
1042014,M,W,27,QUEENS,1011358,197831
1042014,M,W,31,QUEENS,1011358,197831
1042014,M,W,28,BROOKLYN,976094,166269
1042014,M,Q,30,BRONX,1012005,238504
1042014,F,B,18,BROOKLYN,982168,185223
1042014,M,B,45,QUEENS,1052360,160293
1042014,M,P,26,STATEN ISLAND,951625,171358
1042014,M,Q,34,STATEN ISLAND,960100,172681
1042014,M,B,36,BROOKLYN,1001420,193578
1042014,M,B,42,QUEENS,1052815,161142
1042014,M,A,24,BROOKLYN,986930,149668
1042014,M,W,21,BROOKLYN,986930,149668
1042014,M,B,23,QUEENS,1044085,156152
1042014,F,B,18,STATEN ISLAND,960577,162285
1042014,M,B,19,STATEN ISLAND,960577,162285
1042014,M,B,20,QUEENS,1057517,199251
1042014,F,B,35,QUEENS,1041068,193696
1042014,M,B,45,MANHATTAN,998931,230729
1042014,M,B,26,QUEENS,1000187,216897
1042014,F,Q,32,QUEENS,1018253,211935
1042014,M,B,34,MANHATTAN,1000806,226653
1042014,M,P,30,MANHATTAN,1000806,226653
1042014,M,Q,36,QUEENS,1006776,216931
1042014,M,B,20,QUEENS,1043662,155436
1042014,M,B,25,QUEENS,1031823,217642
1042014,M,B,25,QUEENS,1031823,217642
1042014,M,B,19,QUEENS,1031823,217642
1042014,M,B,19,QUEENS,1031823,217642
1042014,M,B,18,QUEENS,1031823,217642
1042014,F,B,17,MANHATTAN,985733,203753
1042014,M,Q,23,BROOKLYN,986896,159756
1042014,M,Q,33,QUEENS,1020786,214481
1042014,M,B,27,QUEENS,1016456,210242
1042014,F,P,19,BROOKLYN,992616,191805
1042014,M,B,22,BROOKLYN,992616,191805
1042014,M,B,23,BROOKLYN,992616,191805
1042014,M,B,21,BRONX,1009538,236614
1042014,M,Q,29,BRONX,1014200,255298
1042014,M,B,46,BRONX,1005479,235802
1042014,M,Q,53,MANHATTAN,992346,225919
1042014,M,B,17,BRONX,1008249,242113
1042014,M,Q,17,BRONX,1005103,243703
1042014,M,Q,16,BRONX,1005103,243703
1042014,M,P,27,BRONX,1006928,238560
1042014,M,Q,24,MANHATTAN,1000825,226641
1042014,M,Q,23,STATEN ISLAND,930806,153593
1042014,F,W,17,STATEN ISLAND,962644,156260
1042014,M,B,16,STATEN ISLAND,962711,156120
1042014,M,Q,48,MANHATTAN,991285,203281
1042014,M,B,33,BROOKLYN,1007310,177842
1042014,M,Q,48,BROOKLYN,998704,195811
1042014,M,U,51,QUEENS,1055717,156523
1042014,M,A,25,BROOKLYN,984786,157528
1042014,M,A,22,BROOKLYN,984786,157528
1042014,M,B,17,BROOKLYN,988579,191174
1042014,M,B,19,BROOKLYN,988579,191174
1042014,M,B,32,BROOKLYN,983014,186055
1042014,M,P,17,BROOKLYN,988579,191174
1042014,M,W,27,BROOKLYN,984786,157528
1042014,M,A,44,QUEENS,1054563,202031
1042014,M,B,23,QUEENS,1058070,209966
1042014,M,P,23,BRONX,1005479,235802
1042014,M,Q,33,QUEENS,1027267,205476
1042014,F,P,47,MANHATTAN,990305,201870
1042014,M,W,45,MANHATTAN,990305,201870
1042014,M,B,15,BRONX,1009916,236866
1042014,M,P,36,QUEENS,1036461,206120
1042014,M,Q,19,BRONX,1009916,236866
1042014,M,Q,46,BRONX,1006711,243822
1042014,M,W,46,STATEN ISLAND,941479,133990
1042014,M,Q,37,BRONX,1005560,243453
1042014,M,Q,15,QUEENS,1022613,188687
1042014,F,B,23,MANHATTAN,990990,202299
1042014,M,B,24,MANHATTAN,990990,202299
1042014,M,P,28,MANHATTAN,989431,201851
1042014,M,Q,27,BROOKLYN,997583,196626
1042014,M,Q,26,BROOKLYN,997583,196626
1042014,F,Q,19,MANHATTAN,991229,203535
1042014,M,B,63,BROOKLYN,987783,191670
1042014,M,Q,21,MANHATTAN,991229,203535
1042014,M,W,31,STATEN ISLAND,950768,171220
1042014,M,B,22,BROOKLYN,1007809,184259
1042014,M,B,30,BRONX,1009261,242513
1042014,M,B,24,BRONX,1009261,242513
1042014,M,B,26,BROOKLYN,999316,176460
1042014,M,B,16,MANHATTAN,987040,198813
1042014,M,B,22,BRONX,1025563,256063
1042014,M,B,36,QUEENS,1023666,185819
1042014,M,B,27,QUEENS,1023666,185819
1042014,M,B,22,STATEN ISLAND,938083,169635
1042014,M,B,17,STATEN ISLAND,938842,166946
1042014,F,B,20,QUEENS,1056749,185488
1042014,M,B,27,BROOKLYN,995147,197748
1042014,M,Q,22,BRONX,1014695,240108
1042014,M,B,22,QUEENS,1050095,156043
1042014,F,B,37,BRONX,1010486,236664
1042014,M,B,18,BRONX,1007332,241985
1042014,M,Q,39,BRONX,1010486,236664
1042014,M,W,35,STATEN ISLAND,950768,171220
1042014,M,Q,18,BRONX,1014695,240108
1042014,M,B,58,BROOKLYN,1001960,176630
1042014,F,A,33,BROOKLYN,1004667,176585
1042014,M,A,17,BROOKLYN,1004667,176585
1042014,M,A,17,BROOKLYN,1004667,176585
1052014,F,B,25,QUEENS,1040944,193916
1052014,M,B,20,BROOKLYN,1000892,176560
1052014,M,B,35,MANHATTAN,1000029,242245
1052014,M,P,39,MANHATTAN,997350,239503
1052014,M,Z,33,BROOKLYN,999066,187818
1052014,M,B,26,QUEENS,1056956,180637
1052014,M,Q,22,BRONX,1011256,255782
1052014,M,B,26,BRONX,1020089,254820
1052014,M,W,16,STATEN ISLAND,951422,160614
1052014,M,B,53,BRONX,1020091,254728
1052014,M,B,33,BROOKLYN,995285,190657
1052014,M,B,26,QUEENS,1052559,159711
1052014,M,P,21,BRONX,1010992,253610
1052014,M,B,26,BRONX,1020439,255033
1052014,M,P,42,MANHATTAN,989095,201699
1052014,M,B,28,BRONX,1020439,255033
1052014,M,B,41,BRONX,1020965,255947
1052014,M,B,45,BRONX,1020947,255109
1052014,M,B,36,BROOKLYN,995501,177394
1052014,M,Q,23,QUEENS,1035545,206032
1052014,M,B,30,STATEN ISLAND,960048,172420
1052014,M,B,50,BROOKLYN,983865,189843
1052014,M,P,29,BRONX,1014789,239989
1052014,M,B,17,BROOKLYN,1004627,188935
1052014,M,B,57,MANHATTAN,996551,223272
1052014,M,B,57,MANHATTAN,996551,223272
1052014,M,W,22,MANHATTAN,988981,202847
1052014,M,W,41,QUEENS,1001908,217590
1052014,M,B,32,BROOKLYN,1001632,177329
1052014,M,B,23,QUEENS,1055506,193633
1052014,M,B,22,QUEENS,1055506,193633
1052014,M,Q,29,BRONX,1019893,245746
1052014,M,W,24,MANHATTAN,988671,210965
1052014,M,Q,19,BROOKLYN,1008453,192223
1052014,M,P,24,BRONX,1011486,253963
1052014,M,B,33,BROOKLYN,1014354,183367
1052014,M,B,27,BROOKLYN,1010795,183147
1052014,M,B,45,BROOKLYN,1009519,180676
1052014,F,A,26,QUEENS,1037373,217607
1052014,F,W,24,QUEENS,1037373,217607
1052014,M,A,34,QUEENS,1037373,217607
1052014,M,B,60,QUEENS,1045028,195409
1052014,M,B,19,QUEENS,1055196,192423
