1,085800,0.9166656307089335,M,B,18
1,001800,0.9171222511974559,M,B,31
1,001500,0.9173505614417172,M,B,16
1,002300,0.9184921126630234,M,O,19
1,030300,0.9184921126630234,M,B,32
1,017702,0.9198619741285909,M,B,22
1,024300,0.9223733868154648,M,B,49
1,026500,0.9232866277925098,M,H,24
1,074600,0.923514938036771,M,B,41
1,152200,0.9246564892580773,M,B,39
1,051602,0.9276245224334736,M,B,30
1,017000,0.9278528326777349,M,H,20
1,081800,0.9305925556088699,M,B,22
1,028300,0.9317341068301762,M,H,48
1,002500,0.9319624170744374,M,B,17
1,044400,0.9331039682957437,M,O,23
1,013300,0.9335605887842662,M,H,34
1,052700,0.9340172092727888,M,H,20
1,097000,0.9344738297613112,M,B,22
1,058400,0.9347021400055725,M,W,17
1,048900,0.9365286219596625,M,H,30
1,043800,0.9166656307089335,M,B,50
1,103202,0.9166656307089335,M,H,31
1,026100,0.9166656307089335,M,B,20
1,026100,0.9166656307089335,M,B,26
1,026100,0.9166656307089335,M,B,27
1,026100,0.9166656307089335,M,B,27
1,008700,0.9166656307089335,M,H,17
1,023703,0.9166656307089335,M,B,35
1,004000,0.9166656307089335,M,B,17
1,018501,0.9166656307089335,M,B,51
1,007100,0.9166656307089335,M,B,24
1,028900,0.9166656307089335,M,B,31
1,027700,0.9166656307089335,M,B,28
1,027700,0.9166656307089335,M,B,31
1,027700,0.9166656307089335,F,B,23
1,015802,0.9166656307089335,M,O,21
1,023300,0.9166656307089335,M,B,17
1,022500,0.9166656307089335,M,H,19
1,022500,0.9166656307089335,M,H,18
1,004000,0.9166656307089335,M,B,27
1,010500,0.9166656307089335,M,H,13
1,014702,0.9166656307089335,M,B,30
1,008700,0.9166656307089335,M,B,34
1,008700,0.9166656307089335,M,B,35
1,100802,0.9166656307089335,M,B,42
1,028400,0.9166656307089335,M,H,46
1,027900,0.9166656307089335,M,H,21
1,014300,0.9166656307089335,M,B,18
1,014300,0.9166656307089335,M,B,14
1,028700,0.9166656307089335,M,H,19
1,024200,0.9166656307089335,M,B,34
1,010500,0.9166656307089335,F,B,25
1,018600,0.9166656307089335,M,B,18
1,010500,0.9166656307089335,M,B,23
1,018600,0.9166656307089335,M,B,24
1,018600,0.9166656307089335,M,B,21
1,008700,0.9166656307089335,M,B,41
1,018600,0.9166656307089335,M,O,19
1,057700,0.9166656307089335,M,W,37
1,044800,0.9166656307089335,M,B,22
1,009000,0.9166656307089335,M,B,21
1,027700,0.9166656307089335,M,B,19
1,027700,0.9166656307089335,M,B,18
1,012100,0.9166656307089335,M,B,26
1,100802,0.9166656307089335,M,B,42
1,028300,0.9166656307089335,M,H,31
1,002900,0.9166656307089335,M,B,42
1,023703,0.9166656307089335,M,B,19
1,027500,0.9166656307089335,M,B,20
1,010500,0.9166656307089335,M,B,22
1,038301,0.9166656307089335,M,B,29
1,085800,0.9166656307089335,M,B,18
1,022500,0.9166656307089335,M,B,20
1,021100,0.9166656307089335,M,B,20
1,008100,0.9166656307089335,F,H,34
1,040900,0.9166656307089335,M,B,24
1,021301,0.9166656307089335,M,H,35
1,021301,0.9166656307089335,M,H,23
1,021301,0.9166656307089335,M,H,27
1,057200,0.9166656307089335,M,B,25
1,034800,0.9166656307089335,M,B,24
1,034800,0.9166656307089335,M,B,20
1,034800,0.9166656307089335,M,B,22
1,034800,0.9166656307089335,M,B,22
1,034800,0.9166656307089335,M,B,22
1,085300,0.9166656307089335,M,O,25
1,045300,0.9166656307089335,M,H,25
1,045300,0.9166656307089335,M,H,47
1,045300,0.9166656307089335,M,H,39
1,045300,0.9166656307089335,M,H,50
1,045300,0.9166656307089335,M,H,21
1,040702,0.9166656307089335,M,H,17
1,117800,0.9166656307089335,M,B,19
1,033100,0.9166656307089335,M,B,20
1,011300,0.9166656307089335,M,B,36
1,022700,0.9166656307089335,M,B,54
1,089200,0.9166656307089335,M,W,54
1,007700,0.9166656307089335,M,B,44
1,023600,0.9166656307089335,M,O,40
1,027702,0.9166656307089335,M,B,24
1,091200,0.9166656307089335,M,B,43
1,026400,0.9166656307089335,M,H,15
1,026400,0.9166656307089335,M,H,19
1,002900,0.9166656307089335,M,B,56
1,002900,0.9166656307089335,M,B,53
1,125700,0.9166656307089335,M,B,18
1,125700,0.9166656307089335,M,B,20
1,125700,0.9166656307089335,M,H,17
1,090600,0.9166656307089335,M,B,16
1,090600,0.9166656307089335,M,B,17
1,014702,0.9166656307089335,M,B,43
1,152200,0.9166656307089335,M,B,24
1,014300,0.9166656307089335,F,O,14
1,014300,0.9166656307089335,M,B,14
1,014300,0.9166656307089335,M,B,14
1,014300,0.9166656307089335,M,B,15
1,014300,0.9166656307089335,M,B,16
1,014300,0.9166656307089335,M,H,13
1,001401,0.9166656307089335,M,H,31
1,027800,0.9166656307089335,M,B,18
1,012700,0.9166656307089335,M,W,42
1,006700,0.9166656307089335,F,H,36
1,006700,0.9166656307089335,M,H,36
1,012700,0.9166656307089335,M,B,47
1,017300,0.9166656307089335,M,B,32
1,007100,0.9166656307089335,M,B,31
1,024200,0.9166656307089335,F,O,41
1,152200,0.9166656307089335,M,B,19
1,024200,0.9166656307089335,M,O,48
1,019300,0.9166656307089335,M,H,24
1,007700,0.9166656307089335,M,H,32
1,019300,0.9166656307089335,M,H,22
1,052000,0.9166656307089335,M,B,35
1,023300,0.9166656307089335,M,B,30
1,007500,0.9166656307089335,M,H,23
1,007900,0.9166656307089335,F,H,47
1,007900,0.9166656307089335,M,H,44
1,007900,0.9166656307089335,M,H,19
1,005900,0.9166656307089335,M,W,36
1,005900,0.9166656307089335,Z,O,34
1,018900,0.9166656307089335,M,B,47
1,029102,0.9166656307089335,M,W,26
1,037700,0.9166656307089335,M,B,21
1,017300,0.9166656307089335,M,B,26
1,017300,0.9166656307089335,M,B,27
1,002300,0.9166656307089335,M,B,25
1,021100,0.9166656307089335,M,B,39
1,021000,0.9166656307089335,M,B,49
1,074700,0.9166656307089335,M,W,34
1,047800,0.9166656307089335,M,W,38
1,034800,0.9166656307089335,M,B,41
1,019700,0.9166656307089335,M,B,19
1,019700,0.9166656307089335,M,B,14
1,110600,0.9166656307089335,M,B,19
1,002100,0.9166656307089335,M,B,42
1,002100,0.9166656307089335,M,B,36
1,019700,0.9166656307089335,M,H,17
1,019700,0.9166656307089335,M,H,13
1,007900,0.9166656307089335,M,H,21
1,029000,0.9166656307089335,F,W,33
1,021400,0.9166656307089335,F,B,38
1,021400,0.9166656307089335,M,B,35
1,021400,0.9166656307089335,M,B,33
1,021400,0.9166656307089335,M,B,26
1,021000,0.9166656307089335,F,B,16
1,021000,0.9166656307089335,F,B,19
1,021000,0.9166656307089335,M,H,21
1,097204,0.9166656307089335,M,B,26
1,086200,0.9166656307089335,M,B,17
1,081400,0.9166656307089335,M,B,20
1,081400,0.9166656307089335,M,B,18
1,085600,0.9166656307089335,M,B,21
1,085600,0.9166656307089335,M,B,22
1,016400,0.9166656307089335,M,W,23
1,002500,0.9166656307089335,M,B,15
1,002500,0.9166656307089335,M,B,18
