datestop,sex,race,age,city
12312005,M,Q,28,MANHATTAN
12312005,M,Q,26,MANHATTAN
12312005,M,Q,19,MANHATTAN
12312005,M,Q,22,MANHATTAN
12312005,M,B,26,MANHATTAN
12312005,M,B,32,MANHATTAN
12312005,M,Q,23,MANHATTAN
12312005,M,B,30,MANHATTAN
12312005,M,W,52,MANHATTAN
12312005,M,B,31,MANHATTAN
12312005,M,Q,26,MANHATTAN
12312005,M,B,40,MANHATTAN
12312005,M,B,15,MANHATTAN
12312005,M,B,54,MANHATTAN
12312005,M,B,35,MANHATTAN
4132005,M,Q,17,BROOKLYN
10012005,M,B,27,BROOKLYN
1012005,M,B,45,BROOKLYN
1012005,M,B,25,BROOKLYN
1012005,M,B,24,BROOKLYN
1012005,M,B,24,BROOKLYN
1012005,M,B,20,BROOKLYN
1012005,M,B,25,BROOKLYN
1012005,M,B,34,BROOKLYN
1012005,M,Z,21,BROOKLYN
1012005,M,B,20,BROOKLYN
1012005,M,B,31,BROOKLYN
1012005,M,B,19,BROOKLYN
1012005,M,B,18,BROOKLYN
1012005,M,B,37,BROOKLYN
1012005,M,B,20,BROOKLYN
1012005,M,B,21,BROOKLYN
1012005,M,Q,20,BROOKLYN
1012005,Z,Z,29,BROOKLYN
1012005,M,B,35,BROOKLYN
1012005,M,B,35,BROOKLYN
1012005,M,B,20,BROOKLYN
1012005,M,B,18,BROOKLYN
1012005,M,Q,18,BROOKLYN
1012005,M,Q,17,BROOKLYN
1012005,M,Q,19,BROOKLYN
1012005,M,Z,19,BROOKLYN
1012005,F,B,52,BROOKLYN
1012005,M,Q,21,BROOKLYN
1012005,M,Q,26,BROOKLYN
1012005,M,W,49,BROOKLYN
1012005,M,Q,42,BROOKLYN
1012005,M,Q,31,BROOKLYN
1012005,M,P,17,BROOKLYN
1012005,M,P,17,BROOKLYN
1012005,M,A,21,BROOKLYN
1012005,F,B,52,BROOKLYN
1012005,M,B,50,BROOKLYN
1012005,M,W,25,BROOKLYN
1012005,M,Q,20,BROOKLYN
1012005,M,B,24,BROOKLYN
1012005,M,B,20,BROOKLYN
1012005,M,Q,24,BROOKLYN
1012005,M,B,15,BROOKLYN
1012005,M,Q,30,BROOKLYN
1012005,M,Q,20,BROOKLYN
1012005,M,Q,20,BROOKLYN
1012005,M,Q,24,BROOKLYN
1012005,M,Q,43,BROOKLYN
1012005,M,Q,20,BROOKLYN
1012005,M,B,21,BROOKLYN
1012005,M,B,16,BROOKLYN
1012005,M,B,20,BROOKLYN
1012005,M,B,45,BROOKLYN
1012005,M,Q,16,BROOKLYN
1012005,M,Q,16,BROOKLYN
1012005,M,B,27,BROOKLYN
1012005,M,B,17,BROOKLYN
1012005,F,Q,17,BROOKLYN
1012005,M,B,16,BROOKLYN
1012005,M,B,22,BROOKLYN
1012005,M,Q,17,BROOKLYN
1012005,M,Q,16,BROOKLYN
1012005,M,Q,24,BROOKLYN
1012005,Z,B,17,BROOKLYN
1012005,M,A,27,BROOKLYN
1012005,M,B,35,BROOKLYN
1012005,M,B,44,BROOKLYN
1012005,M,B,31,BROOKLYN
1012005,M,B,19,BROOKLYN
1012005,M,B,23,BROOKLYN
1012005,M,B,20,BROOKLYN
1012005,M,Q,19,BROOKLYN
1012005,M,B,20,BROOKLYN
1012005,M,B,20,BROOKLYN
1012005,M,Q,21,BROOKLYN
1012005,M,W,35,BROOKLYN
1012005,F,Q,18,BROOKLYN
1012005,M,Q,20,BROOKLYN
1012005,M,B,16,BROOKLYN
1012005,M,B,17,BROOKLYN
1012005,M,B,24,BROOKLYN
1012005,M,B,31,BROOKLYN
1012005,M,B,18,BROOKLYN
1012005,M,B,17,BROOKLYN
1012005,M,B,24,BROOKLYN
1012005,M,B,51,BROOKLYN
1012005,M,B,24,BROOKLYN
1012005,Z,Z,32,BROOKLYN
1012005,M,W,36,BROOKLYN
1012005,F,B,32,BROOKLYN
1012005,M,B,22,BROOKLYN
1012005,M,B,25,BROOKLYN
1012005,M,B,39,BROOKLYN
1012005,M,B,17,BROOKLYN
1012005,Z,Z,23,BROOKLYN
1022005,M,P,49,BROOKLYN
1022005,F,B,22,BROOKLYN
1022005,M,B,26,BROOKLYN
1022005,M,Q,37,BROOKLYN
1022005,M,Q,35,BROOKLYN
1022005,M,B,42,BROOKLYN
1022005,M,B,20,BROOKLYN
1022005,M,W,41,BROOKLYN
1022005,F,Q,21,BROOKLYN
1022005,M,W,38,BROOKLYN
1022005,M,Q,24,BROOKLYN
1022005,M,B,16,BROOKLYN
1022005,M,B,22,BROOKLYN
1022005,M,W,19,BROOKLYN
1022005,M,B,19,BROOKLYN
1022005,M,B,18,BROOKLYN
1022005,M,Q,15,BROOKLYN
1022005,M,W,21,BROOKLYN
1022005,M,B,42,BROOKLYN
1022005,M,B,20,BROOKLYN
1022005,M,B,44,BROOKLYN
1022005,F,Q,40,BROOKLYN
1022005,Z,Z,40,BROOKLYN
1022005,M,B,63,BROOKLYN
1022005,F,B,20,BROOKLYN
1022005,M,B,25,BROOKLYN
1022005,M,B,55,BROOKLYN
1022005,M,Q,57,BROOKLYN
1022005,F,Q,57,BROOKLYN
1022005,M,W,42,BROOKLYN
1022005,M,B,20,BROOKLYN
1022005,Z,Z,16,BROOKLYN
1022005,M,B,55,BROOKLYN
1022005,M,B,19,BROOKLYN
1022005,M,B,57,BROOKLYN
1022005,M,Q,45,BROOKLYN
1022005,M,B,16,BROOKLYN
1022005,F,B,47,BROOKLYN
1022005,M,B,24,BROOKLYN
1022005,M,B,47,BROOKLYN
1022005,M,B,19,BROOKLYN
1022005,F,B,44,BROOKLYN
1022005,M,W,19,BROOKLYN
1022005,M,B,55,BROOKLYN
1022005,M,B,18,BROOKLYN
1022005,M,B,17,BROOKLYN
1022005,M,B,24,BROOKLYN
1022005,M,B,71,BROOKLYN
1022005,M,B,20,BROOKLYN
1022005,F,B,31,BROOKLYN
1022005,M,Q,29,BROOKLYN
1022005,M,Q,37,BROOKLYN
1022005,M,B,22,BROOKLYN
1022005,F,Q,17,BROOKLYN
1022005,M,Q,36,BROOKLYN
1022005,M,Q,22,BROOKLYN
1022005,M,I,40,BROOKLYN
1022005,M,Q,23,BROOKLYN
1022005,M,Q,22,BROOKLYN
1022005,M,B,17,BROOKLYN
1022005,M,B,18,BROOKLYN
1022005,M,B,17,BROOKLYN
1022005,M,B,18,BROOKLYN
1022005,M,B,31,BROOKLYN
1022005,M,B,37,BROOKLYN
1022005,M,B,26,BROOKLYN
1022005,M,B,41,BROOKLYN
1022005,M,B,18,BROOKLYN
1022005,M,P,24,BROOKLYN
1022005,M,Q,25,BROOKLYN
1022005,M,Z,20,BROOKLYN
1022005,M,B,19,BROOKLYN
1022005,M,B,24,BROOKLYN
1022005,M,Q,64,BROOKLYN
1022005,F,B,37,BROOKLYN
1022005,M,W,58,BROOKLYN
1022005,M,W,19,BROOKLYN
1022005,M,W,18,BROOKLYN
1022005,M,W,45,BROOKLYN
1022005,M,W,18,BROOKLYN
1022005,M,W,20,BROOKLYN
1022005,M,B,16,BROOKLYN
1022005,M,B,18,BROOKLYN
1022005,M,B,19,BROOKLYN
1022005,M,B,23,BROOKLYN
1022005,M,B,25,BROOKLYN
1022005,M,B,14,BROOKLYN
1022005,M,Z,19,BROOKLYN
1022005,Z,Z,17,BROOKLYN
1022005,M,B,47,BROOKLYN
1022005,M,B,15,BROOKLYN
1022005,M,B,42,BROOKLYN
1022005,M,Q,26,BROOKLYN
1022005,M,B,49,BROOKLYN
1022005,M,B,44,BROOKLYN
1022005,M,Q,25,BROOKLYN
1022005,M,B,21,BROOKLYN
1022005,M,B,32,BROOKLYN
1022005,Z,Z,24,BROOKLYN
1022005,M,B,24,BROOKLYN
1022005,M,B,17,BROOKLYN
1022005,M,Q,18,BROOKLYN
1022005,M,Z,24,BROOKLYN
1022005,M,B,69,BROOKLYN
1022005,M,Q,42,BROOKLYN
1022005,M,Q,21,BROOKLYN
1022005,M,Q,42,BROOKLYN
1022005,M,B,16,BROOKLYN
1022005,M,B,20,BROOKLYN
1022005,M,B,39,BROOKLYN
1022005,M,Q,26,BROOKLYN
1022005,M,Q,25,BROOKLYN
1022005,F,B,44,BROOKLYN
1022005,M,B,35,BROOKLYN
1022005,Z,Z,32,BROOKLYN
1022005,M,B,34,BROOKLYN
1022005,M,Z,47,BROOKLYN
1022005,M,W,22,BROOKLYN
1022005,F,Q,15,BROOKLYN
1022005,F,Q,17,BROOKLYN
1022005,M,Q,15,BROOKLYN
1022005,M,B,15,BROOKLYN
1022005,M,B,18,BROOKLYN
1022005,M,B,38,BROOKLYN
1022005,M,B,17,BROOKLYN
1022005,M,B,22,BROOKLYN
1022005,M,Q,15,BROOKLYN
1022005,M,B,21,BROOKLYN
1032005,M,Q,22,BROOKLYN
1032005,M,Q,21,BROOKLYN
1032005,F,B,21,BROOKLYN
1032005,M,B,49,BROOKLYN
1032005,F,B,47,BROOKLYN
1032005,M,B,18,BROOKLYN
1032005,M,Z,19,BROOKLYN
1032005,M,B,52,BROOKLYN
1032005,F,B,28,BROOKLYN
1032005,M,B,20,BROOKLYN
1032005,M,Q,37,BROOKLYN
1032005,M,B,16,BROOKLYN
1032005,M,B,54,BROOKLYN
1032005,M,Q,23,BROOKLYN
1032005,Z,Z,32,BROOKLYN
1032005,Z,Z,31,BROOKLYN
1032005,M,B,40,BROOKLYN
1032005,M,P,21,BROOKLYN
1032005,M,Q,39,BROOKLYN
1032005,Z,Z,30,BROOKLYN
1032005,M,B,24,BROOKLYN
1032005,M,B,31,BROOKLYN
1032005,M,A,18,BROOKLYN
1032005,M,B,41,BROOKLYN
1032005,M,B,51,BROOKLYN
1032005,M,B,41,BROOKLYN
1032005,M,B,14,BROOKLYN
1032005,M,B,24,BROOKLYN
1032005,M,B,15,BROOKLYN
1032005,M,Q,62,BROOKLYN
1032005,M,Q,26,BROOKLYN
1032005,M,W,45,BROOKLYN
1032005,M,Q,16,BROOKLYN
1032005,M,W,60,BROOKLYN
1032005,M,B,20,BROOKLYN
1032005,M,B,40,BROOKLYN
1032005,M,B,54,BROOKLYN
1032005,M,B,20,BROOKLYN
1032005,M,B,54,BROOKLYN
1032005,M,B,17,BROOKLYN
1032005,M,B,48,BROOKLYN
1032005,M,B,25,BROOKLYN
1032005,F,W,49,BROOKLYN
1032005,M,B,17,BROOKLYN
1032005,M,B,17,BROOKLYN
1032005,M,B,20,BROOKLYN
1032005,M,Q,19,BROOKLYN
1032005,M,Q,36,BROOKLYN
1032005,M,B,15,BROOKLYN
1032005,M,B,42,BROOKLYN
1032005,M,B,15,BROOKLYN
1032005,F,B,31,BROOKLYN
1032005,M,B,27,BROOKLYN
1032005,M,B,21,BROOKLYN
1032005,M,W,48,BROOKLYN
1032005,M,W,49,BROOKLYN
1032005,M,Q,40,BROOKLYN
1032005,F,B,23,BROOKLYN
1032005,M,B,34,BROOKLYN
1032005,M,Q,42,BROOKLYN
1032005,M,B,38,BROOKLYN
1032005,F,B,40,BROOKLYN
1032005,F,W,40,BROOKLYN
1032005,M,Q,16,BROOKLYN
1032005,M,Q,18,BROOKLYN
1032005,M,B,47,BROOKLYN
1032005,M,Q,42,BROOKLYN
1032005,M,B,45,BROOKLYN
1032005,M,Q,17,BROOKLYN
1032005,Z,Z,33,BROOKLYN
1032005,M,B,27,BROOKLYN
1032005,M,B,51,BROOKLYN
1032005,M,Q,29,BROOKLYN
1032005,M,B,18,BROOKLYN
1032005,M,Q,20,BROOKLYN
1032005,M,B,18,BROOKLYN
1032005,M,Q,16,BROOKLYN
1032005,M,Q,15,BROOKLYN
1032005,M,Q,15,BROOKLYN
1032005,M,Q,15,BROOKLYN
1032005,M,B,47,BROOKLYN
1032005,M,B,18,BROOKLYN
1032005,M,Q,16,BROOKLYN
1032005,M,Q,16,BROOKLYN
1032005,M,B,23,BROOKLYN
1032005,M,B,16,BROOKLYN
1032005,M,Q,12,BROOKLYN
1032005,M,B,47,BROOKLYN
1032005,M,B,25,BROOKLYN
1032005,M,Q,35,BROOKLYN
1032005,M,B,42,BROOKLYN
1032005,M,B,19,BROOKLYN
1032005,M,B,15,BROOKLYN
1032005,M,B,18,BROOKLYN
1032005,Z,Z,25,BROOKLYN
1032005,M,P,47,BROOKLYN
1032005,M,B,25,BROOKLYN
1032005,M,B,29,BROOKLYN
1032005,M,P,36,BROOKLYN
1032005,M,B,22,BROOKLYN
1032005,M,B,36,BROOKLYN
1032005,M,Q,19,BROOKLYN
1032005,M,B,20,BROOKLYN
1032005,M,A,23,BROOKLYN
1032005,M,B,50,BROOKLYN
1032005,F,B,54,BROOKLYN
1032005,M,B,41,BROOKLYN
1032005,M,B,30,BROOKLYN
1032005,M,W,27,BROOKLYN
1032005,M,Q,39,BROOKLYN
1032005,M,B,42,BROOKLYN
1032005,M,B,30,BROOKLYN
1032005,M,B,44,BROOKLYN
1032005,M,P,27,BROOKLYN
1032005,M,Q,17,BROOKLYN
1032005,M,Q,23,BROOKLYN
1032005,M,Q,37,BROOKLYN
1032005,M,Q,22,BROOKLYN
1032005,M,Q,24,BROOKLYN
1032005,M,B,18,BROOKLYN
1032005,M,Q,33,BROOKLYN
1032005,Z,Z,18,BROOKLYN
1032005,M,P,18,BROOKLYN
1032005,M,B,23,BROOKLYN
1032005,M,B,39,BROOKLYN
1032005,M,P,27,BROOKLYN
1032005,M,Q,16,BROOKLYN
1032005,M,W,17,BROOKLYN
1032005,M,B,19,BROOKLYN
1032005,M,P,19,BROOKLYN
1032005,M,Q,16,BROOKLYN
1032005,M,Q,14,BROOKLYN
1032005,M,Q,22,BROOKLYN
1032005,M,B,40,BROOKLYN
1032005,M,B,56,BROOKLYN
1032005,M,Q,26,BROOKLYN
1032005,M,Q,30,BROOKLYN
1032005,M,B,19,BROOKLYN
1032005,M,B,16,BROOKLYN
1032005,M,B,44,BROOKLYN
1032005,M,B,23,BROOKLYN
1032005,M,Q,23,BROOKLYN
1032005,M,B,34,BROOKLYN
1032005,M,Q,19,BROOKLYN
1032005,Z,Z,26,BROOKLYN
1032005,Z,Z,26,BROOKLYN
1032005,M,B,23,BROOKLYN
1032005,M,Q,25,BROOKLYN
1032005,M,Q,42,BROOKLYN
1032005,M,B,26,BROOKLYN
1032005,F,B,27,BROOKLYN
1032005,M,B,26,BROOKLYN
1032005,M,B,19,BROOKLYN
1032005,F,B,20,BROOKLYN
1032005,M,B,25,BROOKLYN
1032005,M,B,30,BROOKLYN
1032005,M,B,41,BROOKLYN
1032005,M,B,42,BROOKLYN
1032005,M,Q,32,BROOKLYN
1032005,Z,P,23,BROOKLYN
1032005,M,B,15,BROOKLYN
1032005,M,B,19,BROOKLYN
1032005,M,P,24,BROOKLYN
1032005,M,B,17,BROOKLYN
1032005,M,Q,30,BROOKLYN
1032005,M,B,23,BROOKLYN
1032005,M,B,32,BROOKLYN
1032005,M,B,16,BROOKLYN
1032005,M,B,18,BROOKLYN
1032005,M,B,21,BROOKLYN
1032005,M,P,20,BROOKLYN
1032005,M,Q,34,BROOKLYN
1032005,M,Q,20,BROOKLYN
1032005,M,B,27,BROOKLYN
1032005,F,B,34,BROOKLYN
1032005,M,B,43,BROOKLYN
1032005,M,Q,19,BROOKLYN
1032005,M,B,40,BROOKLYN
1032005,M,B,49,BROOKLYN
1032005,M,B,16,BROOKLYN
1032005,M,Q,28,BROOKLYN
1032005,M,B,24,BROOKLYN
1032005,M,B,25,BROOKLYN
1032005,M,B,25,BROOKLYN
1032005,F,B,28,BROOKLYN
1032005,M,B,18,BROOKLYN
1032005,M,B,28,BROOKLYN
1032005,M,B,30,BROOKLYN
1032005,M,Q,23,BROOKLYN
1032005,M,B,24,BROOKLYN
1032005,M,B,28,BROOKLYN
1032005,M,B,50,BROOKLYN
1032005,M,B,18,BROOKLYN
1032005,M,B,20,BROOKLYN
1032005,M,P,19,BROOKLYN
1032005,M,W,25,BROOKLYN
1032005,M,B,48,BROOKLYN
1032005,M,B,30,BROOKLYN
1032005,M,B,30,BROOKLYN
1042005,M,B,18,BROOKLYN
1042005,M,B,38,BROOKLYN
1042005,M,B,42,BROOKLYN
1042005,M,B,33,BROOKLYN
1042005,M,B,17,BROOKLYN
1042005,M,B,19,BROOKLYN
1042005,M,A,28,BROOKLYN
1042005,M,B,20,BROOKLYN
1042005,M,Q,20,BROOKLYN
1042005,M,Q,36,BROOKLYN
1042005,M,B,25,BROOKLYN
1042005,M,B,21,BROOKLYN
1042005,M,Z,23,BROOKLYN
1042005,M,Q,28,BROOKLYN
1042005,M,B,52,BROOKLYN
1042005,M,B,26,BROOKLYN
1042005,M,Q,21,BROOKLYN
1042005,F,B,15,BROOKLYN
1042005,M,B,12,BROOKLYN
1042005,M,B,15,BROOKLYN
1042005,M,B,20,BROOKLYN
1042005,Z,Z,31,BROOKLYN
1042005,M,B,24,BROOKLYN
1042005,Z,B,61,BROOKLYN
1042005,M,Q,33,BROOKLYN
1042005,F,Q,46,BROOKLYN
1042005,M,Q,35,BROOKLYN
1042005,M,Q,37,BROOKLYN
1042005,M,B,17,BROOKLYN
1042005,M,A,13,BROOKLYN
1042005,M,B,49,BROOKLYN
1042005,M,Q,34,BROOKLYN
1042005,M,B,40,BROOKLYN
1042005,M,Q,37,BROOKLYN
1042005,M,Q,18,BROOKLYN
1042005,M,P,15,BROOKLYN
1042005,M,Q,16,BROOKLYN
1042005,M,Q,15,BROOKLYN
1042005,M,Q,16,BROOKLYN
1042005,M,B,36,BROOKLYN
1042005,M,P,27,BROOKLYN
1042005,M,B,44,BROOKLYN
1042005,M,B,40,BROOKLYN
1042005,M,B,52,BROOKLYN
1042005,M,Q,41,BROOKLYN
1042005,M,Q,37,BROOKLYN
1042005,M,W,52,BROOKLYN
1042005,F,W,31,BROOKLYN
1042005,M,B,27,BROOKLYN
1042005,M,B,33,BROOKLYN
1042005,M,B,20,BROOKLYN
1042005,M,B,40,BROOKLYN
1042005,M,B,21,BROOKLYN
1042005,M,B,21,BROOKLYN
1042005,M,B,22,BROOKLYN
1042005,M,B,20,BROOKLYN
1042005,F,B,31,BROOKLYN
1042005,F,Q,49,BROOKLYN
1042005,M,Q,15,BROOKLYN
1042005,M,Q,56,BROOKLYN
1042005,M,B,16,BROOKLYN
1042005,M,B,32,BROOKLYN
1042005,M,B,49,BROOKLYN
1042005,M,Q,48,BROOKLYN
1042005,F,Q,24,BROOKLYN
1042005,F,B,43,BROOKLYN
1042005,M,B,44,BROOKLYN
1042005,M,P,34,BROOKLYN
1042005,M,B,40,BROOKLYN
1042005,M,B,34,BROOKLYN
1042005,M,W,40,BROOKLYN
1042005,M,B,20,BROOKLYN
1042005,F,Q,44,BROOKLYN
1042005,M,B,49,BROOKLYN
1042005,M,B,23,BROOKLYN
1042005,M,B,26,BROOKLYN
1042005,M,B,21,BROOKLYN
1042005,M,Q,19,BROOKLYN
1042005,M,B,41,BROOKLYN
1042005,M,B,25,BROOKLYN
1042005,M,Q,27,BROOKLYN
1042005,M,B,34,BROOKLYN
1042005,M,B,18,BROOKLYN
1042005,M,B,30,BROOKLYN
1042005,M,Q,54,BROOKLYN
1042005,M,Q,51,BROOKLYN
1042005,Z,Z,47,BROOKLYN
1042005,M,B,42,BROOKLYN
1042005,M,Q,54,BROOKLYN
1042005,F,Z,32,BROOKLYN
1042005,Z,Z,41,BROOKLYN
1042005,M,A,34,BROOKLYN
1042005,M,B,35,BROOKLYN
1042005,M,Q,16,BROOKLYN
1042005,M,P,19,BROOKLYN
1042005,M,W,52,BROOKLYN
1042005,F,W,37,BROOKLYN
1042005,M,Q,59,BROOKLYN
1042005,M,W,59,BROOKLYN
1042005,M,Q,25,BROOKLYN
1042005,M,B,35,BROOKLYN
1042005,Z,Z,28,BROOKLYN
1042005,M,B,27,BROOKLYN
1042005,M,B,22,BROOKLYN
1042005,M,B,34,BROOKLYN
1042005,M,B,29,BROOKLYN
1042005,M,B,20,BROOKLYN
1042005,M,W,19,BROOKLYN
1042005,M,B,13,BROOKLYN
1042005,M,B,41,BROOKLYN
1042005,M,B,16,BROOKLYN
1042005,M,Q,49,BROOKLYN
1042005,M,Q,32,BROOKLYN
1042005,M,Q,50,BROOKLYN
1042005,M,B,50,BROOKLYN
1042005,M,Q,18,BROOKLYN
1042005,M,B,24,BROOKLYN
1042005,M,B,21,BROOKLYN
1042005,Z,B,15,BROOKLYN
1042005,F,B,28,BROOKLYN
1042005,F,B,29,BROOKLYN
1042005,M,B,19,BROOKLYN
1042005,M,B,19,BROOKLYN
1042005,M,B,25,BROOKLYN
1042005,M,B,32,BROOKLYN
1042005,M,B,38,BROOKLYN
1042005,M,B,31,BROOKLYN
1042005,M,B,20,BROOKLYN
1042005,M,P,19,BROOKLYN
1042005,M,Q,25,BROOKLYN
1042005,M,Q,19,BROOKLYN
1042005,M,B,39,BROOKLYN
1042005,M,B,19,BROOKLYN
1042005,M,Q,26,BROOKLYN
1042005,M,B,47,BROOKLYN
1042005,M,B,26,BROOKLYN
1042005,M,Q,27,BROOKLYN
1042005,M,B,18,BROOKLYN
1042005,M,Q,19,BROOKLYN
1042005,M,B,21,BROOKLYN
1042005,M,B,25,BROOKLYN
1042005,M,B,18,BROOKLYN
1042005,M,P,15,BROOKLYN
1042005,Z,Z,51,BROOKLYN
1042005,M,B,21,BROOKLYN
1042005,M,Q,18,BROOKLYN
1042005,M,W,17,BROOKLYN
1042005,Z,Z,26,BROOKLYN
1042005,M,W,22,BROOKLYN
1042005,M,W,20,BROOKLYN
1042005,M,W,22,BROOKLYN
1042005,M,W,21,BROOKLYN
1042005,F,B,45,BROOKLYN
1042005,M,B,45,BROOKLYN
1042005,F,B,43,BROOKLYN
1042005,M,W,46,BROOKLYN
1042005,M,W,26,BROOKLYN
1042005,M,B,20,BROOKLYN
1042005,Z,Z,35,BROOKLYN
1042005,M,A,34,BROOKLYN
1042005,M,Q,41,BROOKLYN
1042005,M,P,49,BROOKLYN
1042005,M,P,21,BROOKLYN
1042005,M,Q,39,BROOKLYN
1042005,F,Q,35,BROOKLYN
1042005,M,Q,20,BROOKLYN
1042005,M,Q,22,BROOKLYN
1042005,M,B,24,BROOKLYN
1042005,M,B,22,BROOKLYN
1042005,M,Q,35,BROOKLYN
1042005,M,B,15,BROOKLYN
1042005,M,Q,14,BROOKLYN
1042005,Z,Z,18,BROOKLYN
1042005,M,B,36,BROOKLYN
1042005,M,B,31,BROOKLYN
1042005,M,B,19,BROOKLYN
1042005,M,B,23,BROOKLYN
1042005,M,Q,16,BROOKLYN
1042005,M,B,44,BROOKLYN
1042005,M,Q,25,BROOKLYN
1042005,M,B,43,BROOKLYN
1042005,M,W,21,BROOKLYN
1042005,M,W,23,BROOKLYN
1042005,M,B,20,BROOKLYN
1042005,M,B,23,BROOKLYN
1042005,M,B,26,BROOKLYN
1042005,M,B,50,BROOKLYN
1042005,M,B,20,BROOKLYN
1042005,M,Q,22,BROOKLYN
1042005,M,Q,17,BROOKLYN
1042005,M,B,20,BROOKLYN
1042005,M,B,38,BROOKLYN
1042005,M,W,39,BROOKLYN
1042005,M,Q,16,BROOKLYN
1042005,Z,Q,38,BROOKLYN
1042005,M,B,25,BROOKLYN
1042005,M,B,52,BROOKLYN
1042005,M,B,36,BROOKLYN
1042005,M,B,22,BROOKLYN
1052005,M,B,39,BROOKLYN
1052005,M,Q,20,BROOKLYN
1052005,M,W,22,BROOKLYN
1052005,M,W,22,BROOKLYN
1052005,M,B,25,BROOKLYN
1052005,M,W,22,BROOKLYN
1052005,M,W,82,BROOKLYN
1052005,Z,Z,23,BROOKLYN
1052005,M,B,18,BROOKLYN
1052005,M,P,44,BROOKLYN
1052005,M,B,25,BROOKLYN
1052005,M,B,22,BROOKLYN
1052005,M,Q,34,BROOKLYN
1052005,M,Q,18,BROOKLYN
1052005,M,B,17,BROOKLYN
1052005,M,B,39,BROOKLYN
1052005,M,B,47,BROOKLYN
1052005,M,W,53,BROOKLYN
1052005,M,B,17,BROOKLYN
1052005,M,Q,13,BROOKLYN
1052005,M,Q,35,BROOKLYN
1052005,Z,B,33,BROOKLYN
1052005,Z,Z,38,BROOKLYN
1052005,M,B,44,BROOKLYN
1052005,M,B,45,BROOKLYN
1052005,M,B,17,BROOKLYN
1052005,M,B,55,BROOKLYN
1052005,M,B,50,BROOKLYN
1052005,M,W,38,BROOKLYN
1052005,Z,W,35,BROOKLYN
1052005,M,Q,25,BROOKLYN
1052005,M,B,20,BROOKLYN
1052005,F,Q,45,BROOKLYN
1052005,M,W,51,BROOKLYN
1052005,M,Q,30,BROOKLYN
1052005,M,B,18,BROOKLYN
1052005,F,B,41,BROOKLYN
1052005,M,B,34,BROOKLYN
1052005,M,B,20,BROOKLYN
1052005,M,B,19,BROOKLYN
1052005,F,B,42,BROOKLYN
1052005,M,W,16,BROOKLYN
1052005,M,W,16,BROOKLYN
1052005,Z,B,31,BROOKLYN
1052005,F,Q,24,BROOKLYN
1052005,F,Z,29,BROOKLYN
1052005,M,W,16,BROOKLYN
1052005,Z,Z,32,BROOKLYN
1052005,F,B,50,BROOKLYN
1052005,M,B,26,BROOKLYN
1052005,M,B,16,BROOKLYN
1052005,M,Q,47,BROOKLYN
1052005,M,B,19,BROOKLYN
1052005,M,B,21,BROOKLYN
1052005,M,B,18,BROOKLYN
1052005,M,B,16,BROOKLYN
1052005,M,Q,25,BROOKLYN
1052005,M,B,50,BROOKLYN
1052005,M,Q,22,BROOKLYN
1052005,M,B,54,BROOKLYN
1052005,M,B,49,BROOKLYN
1052005,M,B,29,BROOKLYN
1052005,M,B,19,BROOKLYN
1052005,F,B,24,BROOKLYN
1052005,M,B,19,BROOKLYN
1052005,M,B,19,BROOKLYN
1052005,M,Q,25,BROOKLYN
1052005,M,B,26,BROOKLYN
1052005,M,B,20,BROOKLYN
1052005,M,B,21,BROOKLYN
1052005,M,W,34,BROOKLYN
1052005,M,B,25,BROOKLYN
1052005,M,B,27,BROOKLYN
1052005,M,B,26,BROOKLYN
1052005,M,B,24,BROOKLYN
1052005,M,B,30,BROOKLYN
1052005,M,Q,29,BROOKLYN
1052005,M,Q,18,BROOKLYN
1052005,M,B,17,BROOKLYN
1052005,M,B,18,BROOKLYN
1052005,M,B,24,BROOKLYN
1052005,M,B,15,BROOKLYN
1052005,M,B,24,BROOKLYN
1052005,M,B,18,BROOKLYN
1052005,M,W,44,BROOKLYN
1052005,M,B,38,BROOKLYN
1052005,F,B,24,BROOKLYN
1052005,F,W,40,BROOKLYN
1052005,M,A,22,BROOKLYN
1052005,M,B,53,BROOKLYN
1052005,M,Q,26,BROOKLYN
1052005,M,B,22,BROOKLYN
1052005,M,B,18,BROOKLYN
1052005,M,W,57,BROOKLYN
1052005,M,Q,14,BROOKLYN
1052005,M,B,46,BROOKLYN
1052005,M,B,50,BROOKLYN
1052005,M,B,36,BROOKLYN
1052005,M,Q,17,BROOKLYN
1052005,M,W,18,BROOKLYN
1052005,M,W,65,BROOKLYN
1052005,M,W,22,BROOKLYN
1052005,M,W,22,BROOKLYN
1052005,M,B,40,BROOKLYN
1052005,M,Q,17,BROOKLYN
1052005,M,Q,18,BROOKLYN
1052005,M,Q,34,BROOKLYN
1052005,M,B,31,BROOKLYN
1052005,M,B,20,BROOKLYN
1052005,M,Q,20,BROOKLYN
1052005,M,B,17,BROOKLYN
1052005,M,B,23,BROOKLYN
1052005,M,Q,23,BROOKLYN
1052005,M,Q,21,BROOKLYN
1052005,M,B,40,BROOKLYN
1052005,M,B,44,BROOKLYN
1052005,M,B,16,BROOKLYN
1052005,M,Q,52,BROOKLYN
1052005,M,B,29,BROOKLYN
1052005,M,B,19,BROOKLYN
1052005,M,B,20,BROOKLYN
1052005,M,B,17,BROOKLYN
1052005,M,B,23,BROOKLYN
1052005,M,Q,14,BROOKLYN
1052005,M,Q,19,BROOKLYN
