036501,50,"1,715",6,7,0,11,62,"2,114"
036502,34,666,12,17,0,7,13,"1,674"
036700,55,783,0,8,0,13,7,"1,733"
036800,34,"1,450",8,13,0,39,12,455
036901,17,505,8,2,1,8,13,"1,451"
036902,27,789,7,3,0,8,37,"1,248"
037000,89,"1,589",19,52,0,7,54,493
037100,59,"1,436",6,16,2,22,23,"2,677"
037200,103,"1,229",7,60,0,32,36,755
037300,115,"1,719",10,33,0,10,54,"3,377"
037400,78,"1,749",18,33,0,9,49,"1,505"
037504,84,"1,107",2,13,0,19,18,"2,434"
037600,102,"1,103",6,75,0,8,39,815
037800,164,"1,746",10,31,0,10,29,"1,058"
037900,83,"2,366",10,44,0,9,55,"2,526"
038000,158,"3,234",17,48,0,21,77,"1,030"
038100,87,"1,436",15,135,2,65,78,"4,564"
038200,27,"2,031",4,17,0,8,30,479
038301,90,"1,252",11,37,1,45,45,"3,316"
038302,47,"2,450",19,40,0,25,54,"3,471"
038500,92,"1,417",5,26,0,13,36,"3,169"
038600,129,"5,934",11,21,1,31,100,"1,182"
038700,450,699,10,63,0,10,30,"1,954"
038800,25,"2,154",13,11,0,3,33,367
038900,"1,384",670,6,138,8,9,35,"3,075"
039000,31,"2,164",10,34,0,3,35,698
039100,900,935,7,130,5,15,52,"4,948"
039200,50,"1,201",6,6,0,5,22,491
039300,554,"2,484",11,64,4,39,57,"4,930"
039400,168,"2,788",9,26,0,34,51,"1,497"
039500,75,"1,334",3,42,0,6,24,"2,662"
039600,44,"2,832",9,58,0,13,64,736
039700,"2,093",271,4,225,1,11,75,"1,022"
039800,26,"2,654",6,27,5,12,51,309
039901,168,"1,074",25,422,1,76,70,"3,392"
039902,83,"1,175",23,208,7,38,49,"3,696"
040100,130,756,16,177,5,35,58,"3,416"
040302,99,550,8,203,1,32,21,"3,472"
040303,171,591,4,151,0,25,38,"3,498"
040304,142,524,12,312,0,10,21,"2,773"
040400,46,"2,443",14,19,0,6,36,452
040501,101,986,8,127,0,30,43,"3,102"
040502,158,"1,801",22,207,11,73,86,"4,505"
040600,48,"2,626",39,62,0,46,76,593
040701,251,422,10,108,0,13,37,"2,506"
040702,643,954,19,368,1,79,79,"4,509"
040800,104,"2,269",2,117,6,56,66,"1,643"
040900,636,"2,263",5,128,0,38,53,514
041100,389,512,3,149,0,27,31,"1,820"
041300,"1,119",933,10,444,0,47,99,"4,732"
041400,278,"3,007",38,339,0,146,174,"1,045"
041500,719,820,11,415,3,53,83,"3,357"
041800,186,"1,882",33,215,1,178,101,"1,002"
041900,817,"1,127",8,755,1,32,83,"3,911"
042000,208,"1,941",13,201,2,54,92,"1,339"
042100,486,970,25,806,0,45,118,"3,472"
042200,120,"2,276",18,29,0,23,60,560
042300,590,631,11,392,3,25,58,"2,390"
042400,65,"1,901",9,42,0,7,44,413
042500,873,713,13,830,0,28,99,"4,237"
042600,135,"5,325",11,109,0,40,99,668
042800,50,"1,747",2,43,3,39,54,235
042901,315,523,9,424,0,21,41,"2,087"
042902,351,966,16,175,1,33,56,"2,247"
043000,105,"2,033",12,116,0,87,67,478
043100,566,"2,332",32,"1,069",4,80,156,"5,441"
043400,216,"2,215",29,218,7,107,89,711
043500,1,12,0,0,0,0,0,26
043600,98,"1,359",5,98,0,107,47,318
044200,80,"2,443",21,113,3,57,71,767
044400,145,"2,914",13,72,2,52,68,612
044800,53,"1,623",3,31,3,31,40,242
044901,"1,579",48,0,6,0,3,12,170
044902,"1,632",39,0,24,1,6,14,233
045101,"1,354",52,0,64,0,1,13,172
045102,"1,562",87,2,17,0,1,17,208
045600,522,"1,665",10,50,0,24,67,558
045800,56,"2,614",45,14,1,11,54,"3,328"
046000,91,"1,980",12,10,0,7,15,626
046201,"2,772","15,558",65,328,6,84,395,"7,380"
046202,320,"5,396",23,89,1,17,107,"2,324"
048400,100,"2,773",8,31,4,35,67,580
050400,6,8,0,0,0,0,1,24
051600,"3,285",121,11,138,1,16,49,741
000100,"3,166",408,10,324,0,19,64,347
000200,73,67,1,48,0,1,3,"1,277"
000301,"3,483",177,3,237,0,10,103,246
000501,"3,067",276,19,432,1,15,125,312
000502,"1,985",109,3,183,0,7,63,162
000700,"2,675",96,1,195,0,9,100,283
000900,"2,834",193,1,632,2,22,163,325
001100,31,13,0,10,0,0,2,28
001300,"1,344",334,1,243,0,4,38,311
001500,989,"1,209",21,399,0,12,80,811
001800,269,584,3,33,2,0,15,"1,199"
002000,53,50,4,77,0,4,11,"1,473"
002100,"2,601",199,5,339,2,13,130,315
002200,785,198,17,535,1,20,55,"3,002"
002300,32,"2,231",6,649,8,13,60,"1,248"
002901,65,"1,822",18,293,1,4,48,967
003000,"1,089",39,1,257,0,1,48,295
003100,532,"1,127",3,416,1,8,112,273
003300,"1,145",521,2,204,2,11,93,349
003400,"2,033",21,2,515,0,1,55,420
003500,580,628,16,110,0,3,54,163
003600,"2,477",57,2,636,1,10,80,541
003700,165,66,1,54,1,1,48,54
003800,"1,168",14,0,159,0,7,33,117
003900,"1,138",335,4,227,0,14,105,406
004100,"2,388",430,4,219,0,19,90,448
004300,"1,887",219,5,254,1,11,95,536
004400,"2,081",15,0,140,0,0,18,105
004500,"2,765",66,1,186,1,14,74,218
004600,999,8,1,77,1,4,9,100
004700,729,184,5,92,0,14,63,358
004900,"1,692",243,2,182,0,15,64,318
005000,"1,902",9,0,125,2,4,36,198
005100,"1,411",78,0,153,1,3,64,461
